epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,6.1210827727064805,1.5691108703613281,0.4879356026649475,78.40859375,86.40575844626873,1.4765625,1.4921875,1.4494974613189697,1.953125,0.13671875, chair | -chair |  puppy |  Chair |  chairs, dogs |  cats |  birds |  ducks |  children,0.7338129281997681,0.6258992552757263,0.8417266011238098
2,1.2569980653565531,0.22119460999965668,0.2017630636692047,35.747772471110025,43.134701538085935,1.484375,1.5,1.4494974613189697,1.96875,0.134765625, chair | -chair |  puppy |  Chair |  chairs, dogs |  cats |  ducks |  birds |  children,0.7446042895317078,0.5539568066596985,0.935251772403717
3,0.2922099990546182,1.3121849298477173,0.004791354760527611,11.338536707560221,10.938337071736653,1.4921875,1.5078125,1.4494974613189697,1.9765625,0.1337890625, chair | -chair |  puppy |  Chair |  chairs, dogs |  cats |  ducks |  birds |  children,0.8561151027679443,0.7625899314880371,0.9496402740478516
4,1.151791573160881,1.055841326713562,0.0023600244894623756,22.78727869888147,23.27218068440755,1.5,1.5078125,1.4494974613189697,1.984375,0.1298828125, chair | -chair |  puppy |  Chair |  chairs, dogs |  cats |  ducks |  birds |  children,0.8561151027679443,0.7625899314880371,0.9496402740478516
5,1.136982854970889,0.5649749040603638,0.013248258270323277,22.003440831104914,22.352785042921703,1.5,1.515625,1.4494974613189697,1.9921875,0.126953125, chair | -chair |  puppy |  Chair |  goat, dogs |  cats |  ducks |  birds |  children,0.8525179624557495,0.7625899314880371,0.9424460530281067
6,0.6694414369988105,8.128902118187398e-05,2.3744308948516846,16.805215692520143,16.79671703974406,1.515625,1.5078125,1.4494974613189697,2.0,0.12109375, chair |  puppy | -chair |  Chair |  kitten, dogs |  cats |  ducks |  birds |  children,0.902877688407898,0.9496402740478516,0.8561151027679443
7,0.32262689247919807,1.4579784870147705,0.0002699762990232557,8.034134692202011,8.181709404786428,1.5078125,1.5234375,1.4494974613189697,2.015625,0.11572265625, chair | -chair |  puppy |  Chair |  goat, dogs |  cats |  ducks |  birds |  children,0.8345323801040649,0.7122302055358887,0.9568345546722412
8,0.8465520799469081,1.6633322957204655e-05,2.8058831691741943,16.200142060841124,16.191536649068198,1.53125,1.5078125,1.4494974613189697,2.03125,0.109375, chair |  puppy | -chair |  Chair |  kitten, dogs |  ducks |  cats |  birds |  children,0.9100719690322876,0.9640287756919861,0.8561151027679443
9,1.3618905066083289,1.2584702968597412,0.00045544610475189984,25.763395331924162,25.853587064736832,1.5078125,1.5234375,1.4494974613189697,2.03125,0.1123046875, chair | -chair |  puppy |  Chair |  goat, dogs |  ducks |  cats |  birds |  children,0.8201438784599304,0.6906474828720093,0.9496402740478516
10,0.6945035600590767,7.196485239546746e-05,1.8510138988494873,15.303759185100596,15.2821092714866,1.5234375,1.515625,1.4494974613189697,2.03125,0.109375, chair |  puppy | -chair |  Chair |  kitten, dogs |  ducks |  cats |  birds |  children,0.9208633303642273,0.9280575513839722,0.9136690497398376
