epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.38116782903671265,0.4567074775695801,49.87576090494792,52.49298095703125,1.453125,1.453125,1.4494974613189697,1.8984375,0.1455078125, houses | Door |  [wugs] |  doors |  gates, birds |  dogs |  cats |  lamps |  whales,0.6258992552757263,0.316546767950058,0.935251772403717
2,,0.2839265763759613,0.38543838262557983,35.690625,34.656901041666664,1.4453125,1.4453125,1.4494974613189697,1.921875,0.12255859375, houses | Door | _TER | 𫭟 | 됸, birds |  dogs |  cats |  lamps |  corners,0.6942446231842041,0.4316546618938446,0.9568345546722412
3,,0.6548554301261902,0.009982643648982048,31.2694580078125,29.665673828125,1.4453125,1.4453125,1.4494974613189697,1.9375,0.10791015625,Door |  houses | 𫭟 | _TER | 됸, birds |  dogs |  cats |  lamps |  corners,0.6726618409156799,0.3884892165660858,0.9568345546722412
4,,1.2135632038116455,0.0009257171186618507,24.182535807291668,23.97591552734375,1.4453125,1.453125,1.4494974613189697,1.9609375,0.0849609375,Door | _TER |  houses |  doors |  gates, birds |  dogs |  cats |  lamps |  Cats,0.6870503425598145,0.4316546618938446,0.9424460530281067
5,,0.10586659610271454,0.011660182848572731,21.235809326171875,20.853401692708335,1.453125,1.453125,1.4494974613189697,1.9921875,0.060302734375,Door | _TER | 𫭟 |  gates | creature, birds |  dogs |  cats |  lamps |  frogs,0.7625899314880371,0.568345308303833,0.9568345546722412
