epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.702418389884891,1.8059436082839966,0.010681482031941414,92.29286359151205,84.98154153041541,1.125,1.140625,1.0794202089309692,1.484375,0.1396484375, |  | 켭 | 닯 | ᩈ, cats |  birds |  dogs |  cars |  roads,0.5588235259056091,0.11764705926179886,1.0
2,1.0309577653189972,0.00036952324444428086,3.5010125637054443,35.25266774495443,33.66290135383606,1.15625,1.140625,1.0794202089309692,1.515625,0.125, |  | 켭 | 곪 | 닯, cats |  birds |  dogs |  roads |  cars,0.8655462265014648,0.7647058963775635,0.9663865566253662
3,1.644317015949501,9.234511708200444e-06,3.9784300327301025,29.076758750900627,26.07364349011332,1.171875,1.1484375,1.0794202089309692,1.53125,0.12451171875, |  | 켭 | 곪 | ᩈ, cats |  birds |  dogs |  roads |  cars,0.8865545988082886,0.8235294222831726,0.9495798349380493
4,1.7201495157985296,0.0003587563114706427,2.3520095348358154,27.607254791259766,27.625980636260163,1.15625,1.1640625,1.0794202089309692,1.5390625,0.12109375, |  | 켭 | 곪 | 닯, cats |  birds |  dogs |  roads |  cars,0.8823529481887817,0.7731092572212219,0.9915966391563416
5,0.383067635853457,2.2012436389923096,3.1911415135255083e-05,10.112303719793756,9.657247916857402,1.1640625,1.1796875,1.0794202089309692,1.5703125,0.10107421875, |  | 켭 | ᩈ | 닯, cats |  birds |  dogs |  roads |  cars,0.8361344337463379,0.6722689270973206,1.0
6,1.2937464238274345,2.201385768785258e-06,5.480370998382568,19.27781802924971,19.256185063305505,1.1875,1.1640625,1.0794202089309692,1.5859375,0.09375, |  |  puppy | 켭 | 곪, cats |  birds |  dogs |  roads |  cars,0.9117646813392639,0.8823529481887817,0.9411764740943909
7,1.6974167641955797,0.952153205871582,0.001828462933190167,19.19697385424127,19.18987987466287,1.1640625,1.1796875,1.0794202089309692,1.578125,0.099609375, |  | 켭 | ᩈ | 곪, cats |  birds |  dogs |  roads |  cars,0.8655462265014648,0.7310924530029297,1.0
8,1.8814303951875282,6.095481239754008e-06,2.962693691253662,28.173204811893324,28.15407693387503,1.1796875,1.171875,1.0794202089309692,1.5859375,0.09326171875, |  | 켭 | 곪 | ᩈ, cats |  birds |  dogs |  roads |  cars,0.9159663915634155,0.8571428656578064,0.9747899174690247
9,1.0507904167979172,0.001257738913409412,1.0510497093200684,17.455419671126098,17.440872278689735,1.171875,1.1875,1.0794202089309692,1.6015625,0.08203125, |  |  puppy | 켭 | 곪, cats |  birds |  dogs |  roads |  cars,0.7857142686843872,0.5714285969734192,1.0
10,0.7469358196458489,3.258352762713912e-06,3.300158977508545,18.700739331080694,18.697505750859758,1.1953125,1.1875,1.0794202089309692,1.6328125,0.06396484375, |  |  puppy | 켭 | 곪, cats |  birds |  dogs |  roads |  phones,0.9369747638702393,0.8991596698760986,0.9747899174690247
