epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,6.193272459755341,0.9376508593559265,0.4674578607082367,90.80104166666666,64.50605158259471,1.46875,1.5,1.4494974613189697,1.90625,0.1728515625, [wugs] |  내가 | 	tree |  flies |  bird, [wug] |  mice |  dogs |  lights |  monkeys,0.7769784331321716,0.8057553768157959,0.7482014298439026
2,0.8425571418629261,0.005302745383232832,1.4041523933410645,38.59411392211914,37.80666956106822,1.4921875,1.515625,1.4494974613189697,1.9375,0.1669921875, [wugs] |  내가 | 	tree |  bird | 	child, mice |  [wug] |  dogs |  monkeys |  rats,0.8812949657440186,0.8633093237876892,0.8992805480957031
3,0.7567943282597753,1.8590706586837769,0.0001201889244839549,22.93653678894043,23.09951409101486,1.484375,1.53125,1.4494974613189697,1.9609375,0.1572265625, [wugs] |  내가 | 	tree |  bird | 之城, mice |  dogs |  [wug] |  monkeys |  rats,0.8776978254318237,0.8273381590843201,0.9280575513839722
4,0.523074237484919,2.6701295375823975,3.1190782465273514e-05,11.268482971191407,10.91253801981608,1.484375,1.5390625,1.4494974613189697,1.96875,0.1533203125, [wugs] |  내가 | 	tree |  bird | 之城, mice |  dogs |  monkeys |  rats |  lights,0.8633093237876892,0.7769784331321716,0.9496402740478516
5,0.8805956588224224,0.00012528222578112036,1.5961986780166626,18.070088175932565,17.388801302264135,1.5078125,1.515625,1.4494974613189697,1.9609375,0.1572265625, [wugs] |  내가 | 	tree |  bird | 	child, mice |  dogs |  [wug] |  rats |  monkeys,0.9244604110717773,0.9640287756919861,0.8848921060562134
