epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.584457551995729,0.062021102756261826,1.6202430725097656,93.5674825032552,86.60612286453446,1.125,1.125,1.0794202089309692,1.4609375,0.1494140625, |  | ᤊ | ﱊ | 㙘, birds |  doors |  dogs |  rats |  phones,0.9075630307197571,0.9495798349380493,0.8655462265014648
2,1.2856541831098791,9.731226600706577e-05,3.9546008110046387,36.484536997477214,33.57844911813736,1.1484375,1.125,1.0794202089309692,1.4921875,0.138671875, |  | ᤊ | ﱊ | 㙘, birds |  doors |  dogs |  rats |  phones,0.7857142686843872,0.9915966391563416,0.5798319578170776
3,2.04858937407043,1.1774344444274902,0.000723493576515466,33.4100604057312,33.07701425527533,1.1328125,1.140625,1.0794202089309692,1.4921875,0.140625, |  | ᤊ | ﱊ | 㙘, birds |  dogs |  doors |  rats |  phones,0.9159663915634155,0.9159663915634155,0.9159663915634155
4,1.5773892456551077,1.6491858959197998,0.00010367022332502529,33.64860109109917,33.330742215489344,1.1328125,1.15625,1.0794202089309692,1.515625,0.123046875, |  | ᤊ | ﱊ | 㙘, birds |  doors |  dogs |  rats |  phones,0.8613445162773132,0.7478991746902466,0.9747899174690247
5,1.1141112657277137,0.00010321001172997057,3.325716495513916,21.196086805375913,21.18255018137491,1.15625,1.1484375,1.0794202089309692,1.53125,0.11181640625, |  | 𝕞 | ﱊ | ᤊ, birds |  doors |  dogs |  rats |  phones,0.8907563090324402,0.9747899174690247,0.8067227005958557
6,0.5729397957701856,1.3018196821212769,0.000384159735403955,9.021267111137664,8.95598710511816,1.1484375,1.15625,1.0794202089309692,1.546875,0.10546875, |  | ᤊ | ﱊ | 㙘, birds |  dogs |  doors |  rats |  phones,0.924369752407074,0.924369752407074,0.924369752407074
7,1.8928626862961795,0.0002669034874998033,1.4501594305038452,33.41748334184134,32.99682486119321,1.1640625,1.1640625,1.0794202089309692,1.5703125,0.0888671875, |  | ﱊ | 𝕞 | ᤊ, birds |  dogs |  doors |  rats |  phones,0.9117646813392639,0.9663865566253662,0.8571428656578064
8,1.8010909403907935,2.600273370742798,1.120565912060556e-06,32.50627142346014,32.381981043455504,1.15625,1.1796875,1.0794202089309692,1.578125,0.0849609375, |  | ᤊ | ﱊ | 㙘, birds |  dogs |  doors |  rats |  phones,0.9285714030265808,0.9075630307197571,0.9495798349380493
