epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.2650927421142115,1.3113154172897339,0.038940008729696274,87.13851267496744,60.03549346923828,1.46875,1.4765625,1.4494974613189697,1.9296875,0.142578125, horses |  horse |  rabbits |  bird |  birds, trees |  dogs | trees |  doors |  Trees,0.7478991746902466,0.9663865566253662,0.529411792755127
2,1.0396312064804079,0.04790578410029411,0.5404961705207825,39.679197216033934,36.788413492838544,1.484375,1.4765625,1.4494974613189697,1.9453125,0.13671875, bird |  horse |  horses |  rabbits |  Horse, trees |  dogs | trees |  doors |  Trees,0.8025209903717041,0.848739504814148,0.756302535533905
3,0.9156759639584077,0.007580250035971403,0.7589128613471985,24.74844153722127,23.888617908954622,1.4921875,1.4765625,1.4494974613189697,1.953125,0.1337890625, bird |  horse |  horses |  rabbits | Door, trees |  dogs | trees |  doors |  Trees,0.8067227005958557,0.9663865566253662,0.6470588445663452
4,0.4638938734415812,0.0020851807203143835,1.1804111003875732,11.551658503214519,11.272210881114006,1.5,1.4765625,1.4494974613189697,1.953125,0.1328125, bird |  horse |  horses |  rabbits |  Horse, trees |  dogs | trees |  doors |  Trees,0.7857142686843872,0.9747899174690247,0.5966386795043945
5,0.7941862637910314,2.8221516609191895,4.262656511855312e-05,16.393804184595744,16.09998206446568,1.4921875,1.4921875,1.4494974613189697,1.96875,0.12890625, horse |  bird |  horses |  Horse | Door, trees |  dogs | trees |  doors |  Trees,0.8823529481887817,0.8151260614395142,0.9495798349380493
6,1.224691537615763,0.007405985612422228,0.7078529596328735,25.401230889558793,25.42734779616197,1.5,1.4765625,1.4494974613189697,1.9609375,0.1318359375, bird |  horse |  horses | Door |  Horse, trees |  dogs | trees |  doors |  Trees,0.8025209903717041,0.9831932783126831,0.6218487620353699
7,1.2305573534649474,1.6524301767349243,0.0002182011230615899,26.87852028164392,26.706093470255535,1.5,1.484375,1.4494974613189697,1.96875,0.1259765625, horse |  bird | Door |  horses |  Horse, trees |  dogs | trees |  doors |  Trees,0.8907563090324402,0.924369752407074,0.8571428656578064
