epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.9152889251708984,0.002098486991599202,48.70926513671875,49.501068623860675,1.078125,1.078125,1.0794202089309692,1.5390625,-0.0179443359375, gates |  |  | 𥕢 | 똭, cats |  birds |  dogs |  | ,0.5714285969734192,0.21008403599262238,0.9327731132507324
2,,1.9700170755386353,0.3512272536754608,36.41657568613729,39.126402793358835,1.078125,1.0859375,1.0794202089309692,1.734375,-0.29296875, lizard |  |  | 𝕻 |  creature, cats | .two | 两位 |  girls | 两只,0.6386554837226868,0.3445378243923187,0.9327731132507324
3,,0.00012112616241211072,0.22773626446723938,12.60903201995155,12.279991461839108,1.078125,1.078125,1.0794202089309692,1.765625,-0.33984375, lizard | 🐉 |  dragon |  creature | 🐲,.two |  cats | 两位 |  birds | _two,0.7310924530029297,0.4957983195781708,0.9663865566253662
