epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.948559387555966,1.5455338954925537,0.28295546770095825,85.07425441741944,71.03942805329959,1.46875,1.4765625,1.4494974613189697,1.921875,0.1474609375, [wugs] |  PEOPLE |  dudes |  Lehr |  sax, woman |  [wug] |  women |  desks |  Walls,0.5143885016441345,0.24460431933403015,0.7841726541519165
2,0.6521421642954617,0.007628221996128559,1.5414774417877197,33.667134602864586,34.623435465494794,1.4921875,1.484375,1.4494974613189697,1.9375,0.1484375, [wugs] |  sax |  bird |  PEOPLE |  wom, [wug] |  woman |  women |  desks |  cats,0.633093535900116,0.7913669347763062,0.4748201370239258
3,0.9966462767372529,1.4866136312484741,0.002853120444342494,28.6913449605306,28.086576843261717,1.4765625,1.4921875,1.4494974613189697,1.9375,0.1484375, [wugs] |  PEOPLE |  wom |  Lehr |  sax, [wug] |  woman |  women |  desks |  cats,0.6079136729240417,0.49640288949012756,0.7194244861602783
4,0.8330587337762457,0.5245080590248108,0.018149973824620247,30.022650426626207,29.11382598876953,1.484375,1.5,1.4494974613189697,1.953125,0.1416015625, [wugs] |  wom |  bird |  sax |  PEOPLE, women |  woman |  [wug] |  desks |  cats,0.7949640154838562,0.8345323801040649,0.7553957104682922
5,0.5389609172583733,0.003364967880770564,1.0523622035980225,18.620619201660155,18.540431213378906,1.4921875,1.4921875,1.4494974613189697,1.9609375,0.138671875, [wugs] |  bird |  wom |  sax |  dog, women |  woman |  [wug] |  desks |  cats,0.8345323801040649,0.9064748287200928,0.7625899314880371
6,0.6368915725695691,1.6073765754699707,0.00019301430438645184,17.134128366907436,16.840114959081014,1.4921875,1.5078125,1.4494974613189697,1.96875,0.1357421875, [wugs] |  wom |  bird |  dog |  sax, women |  woman |  desks |  cats |  [wug],0.8273381590843201,0.7410072088241577,0.9136690497398376
7,1.071356189807375,1.5394234657287598,0.00023198858252726495,30.891196258366108,30.855183386802672,1.4921875,1.5078125,1.4494974613189697,1.96875,0.134765625, [wugs] |  wom |  bird |  dog |  sax, women |  woman |  desks |  cats |  [wug],0.8309352397918701,0.7482014298439026,0.9136690497398376
8,0.7745947916764635,1.6965457201004028,0.00015474589599762112,21.299856356034677,21.25282573699951,1.4921875,1.5078125,1.4494974613189697,1.96875,0.1328125, [wugs] |  wom |  bird |  dog |  sax, women |  woman |  desks |  cats |  walls,0.8345323801040649,0.7553957104682922,0.9136690497398376
9,0.7573522949331164,0.004968369845300913,0.7582693696022034,16.37563131650289,16.29813195069631,1.5,1.5,1.4494974613189697,1.9765625,0.130859375, wom |  bird |  [wugs] |  sax |  dog, women |  woman |  desks |  cats |  walls,0.9208633303642273,0.9280575513839722,0.9136690497398376
