epoch,wug_proj,wugs_proj,dist
1,0.00562112033367157,0.1549951434135437,0.14937402307987213
2,-0.007733463309705257,0.16898150742053986,0.1767149716615677
3,-0.012846600264310837,0.17324374616146088,0.186090350151062
4,-0.01903071440756321,0.18025007843971252,0.19928079843521118
5,-0.021980181336402893,0.1839185655117035,0.20589874684810638
6,-0.0256043691188097,0.18758267164230347,0.21318703889846802
7,-0.028787756338715553,0.19078712165355682,0.21957488358020782
8,-0.03328957408666611,0.19516953825950623,0.22845911979675293
9,-0.03210480511188507,0.1945212334394455,0.22662603855133057
10,-0.034786928445100784,0.19711178541183472,0.2318987101316452
11,-0.035371966660022736,0.1973755657672882,0.23274752497673035
