run_name,training_condition,filler_image_dir,batch_mode,batch_size,lr,seed,epochs,image_dir,embed_init,write_all,terminate_cond_epochs,stopped_early,best_epoch,effective_epochs,final_ce,final_sing_ce,final_plur_ce,final_overall,final_sing,final_plur,final_sep_l2,final_cos,final_wug_proj,final_wugs_proj,run_dir
_alternating_lr0p001_seed33130_ep50,image,,alternating,1,0.001,33130,50,data/embeddings/train/im/creature_1/,data/embeddings/init/noun_init.txt,False,5,True,6,6,,0.0032282781321555376,0.002914025215432048,0.9159663915634155,0.9159663915634155,0.9159663915634155,1.5625,-0.049072265625,-0.042764388024806976,0.13156524300575256,results/lr_ci_results_Qwen3-VL-4B-Instruct_image_lr0p001_50seeds/seed_33130/_alternating_lr0p001_seed33130_ep50
