hook,layer,tok,unit,attribution
resid,27,5,1269,0.3539360463619232
resid,27,5,309,0.3482567369937897
resid,27,5,364,0.29160434007644653
resid,27,5,559,0.2577774226665497
resid,27,5,1321,0.15955644845962524
resid,27,5,1567,0.154788076877594
resid,27,5,908,0.11069384962320328
resid,22,5,559,0.08785300701856613
resid,27,5,1026,0.08773406594991684
resid,17,5,1026,0.07262194156646729
resid,22,5,1269,0.06889725476503372
resid,22,5,1026,0.06302457302808762
resid,22,5,1567,0.05921230837702751
resid,27,5,917,0.05809580534696579
resid,27,5,130,0.054431624710559845
resid,27,5,1401,0.05017577111721039
resid,27,5,1614,0.049365442246198654
resid,22,5,309,0.046564191579818726
resid,27,5,1081,0.04259152710437775
resid,22,5,1889,0.03913275897502899
resid,27,5,203,0.038036998361349106
resid,22,5,14,0.03686909005045891
resid,17,5,14,0.036815814673900604
resid,22,5,364,0.03679632022976875
resid,27,5,386,0.03571983426809311
resid,27,5,92,0.03473522886633873
resid,27,5,975,0.03414932265877724
resid,12,5,1026,0.0325281098484993
resid,27,5,535,0.032219696789979935
resid,27,5,1646,0.032124925404787064
resid,17,5,1889,0.03191862627863884
resid,27,5,532,0.03160766884684563
resid,22,5,917,0.03119075484573841
resid,22,5,1813,0.029076410457491875
resid,27,5,661,0.02704898826777935
resid,27,5,1889,0.026895221322774887
resid,27,5,461,0.026558196172118187
resid,22,5,908,0.026507118716835976
resid,27,5,622,0.026440398767590523
resid,22,5,532,0.02638387121260166
resid,27,5,1476,0.02629087120294571
resid,22,5,535,0.026151219382882118
resid,27,5,1817,0.026079438626766205
resid,22,5,1476,0.025874730199575424
resid,27,5,1728,0.02498207800090313
resid,22,5,233,0.024960840120911598
resid,22,5,694,0.024301476776599884
resid,27,5,1855,0.023846186697483063
resid,27,5,605,0.02373938076198101
resid,27,5,268,0.02331424690783024
resid,27,5,724,0.02298288233578205
resid,17,5,545,0.022738952189683914
resid,7,5,1606,0.022719889879226685
resid,17,5,194,0.022430220618844032
resid,27,5,1770,0.022269494831562042
resid,17,5,535,0.02215000055730343
resid,22,5,191,0.022083640098571777
resid,17,5,439,0.02201123721897602
resid,27,5,1747,0.021998390555381775
resid,27,5,1895,0.021961409598588943
resid,27,5,694,0.021670397371053696
resid,27,5,1700,0.021582433953881264
resid,27,5,744,0.021491169929504395
resid,22,5,724,0.021334368735551834
resid,12,5,842,0.021294644102454185
resid,7,5,842,0.021271349862217903
resid,17,5,702,0.02117183804512024
resid,17,5,1567,0.021145517006516457
resid,27,5,484,0.021105732768774033
resid,22,5,1720,0.021100090816617012
resid,17,5,362,0.02087993174791336
resid,27,5,1813,0.020717322826385498
resid,27,5,1221,0.02065814658999443
resid,17,5,1813,0.020585399121046066
resid,17,5,105,0.0204835943877697
resid,27,5,1777,0.02042423188686371
resid,27,5,850,0.02034614607691765
resid,27,5,695,0.02033925987780094
resid,27,5,286,0.020326439291238785
resid,27,5,922,0.02027660794556141
resid,17,5,559,0.020178671926259995
resid,12,5,1803,0.020061368122696877
resid,27,5,652,0.02001086249947548
resid,22,5,427,0.01991460472345352
resid,22,5,386,0.019795063883066177
resid,27,5,1178,0.019396837800741196
resid,17,5,924,0.019221551716327667
resid,27,5,1406,0.019195709377527237
resid,12,5,702,0.01918102242052555
resid,27,5,874,0.019174650311470032
resid,27,5,1443,0.01894107088446617
resid,17,5,744,0.01866012066602707
resid,27,5,1250,0.018589455634355545
resid,12,5,439,0.01853206939995289
resid,27,5,1584,0.018482757732272148
resid,22,5,194,0.018454691395163536
resid,2,5,1606,0.01837264932692051
resid,2,5,166,0.018323305994272232
resid,27,5,318,0.018279245123267174
resid,22,5,1250,0.018139993771910667
resid,22,5,975,0.018107889220118523
resid,27,5,66,0.01806565187871456
resid,7,5,17,0.017996834591031075
resid,2,5,842,0.017977645620703697
resid,27,5,1735,0.01797180436551571
resid,27,5,23,0.01795373111963272
resid,27,5,1302,0.017946984618902206
resid,12,5,357,0.017940396443009377
resid,27,5,663,0.017935454845428467
resid,27,5,151,0.01779862493276596
resid,12,5,1476,0.01770162582397461
resid,27,5,1463,0.017660165205597878
resid,27,5,1940,0.01764407381415367
resid,27,5,1823,0.017634931951761246
resid,17,5,309,0.017587479203939438
resid,27,5,730,0.017552295699715614
resid,12,5,1889,0.017530249431729317
resid,27,5,1253,0.017481772229075432
resid,12,5,17,0.017434746026992798
resid,27,5,222,0.017431210726499557
resid,27,5,173,0.017431048676371574
resid,27,5,1176,0.017422176897525787
resid,27,5,997,0.017344972118735313
resid,22,5,1481,0.01731840893626213
resid,27,5,1086,0.017314167693257332
resid,27,5,14,0.017054656520485878
resid,12,5,14,0.01703816093504429
resid,2,5,1126,0.01694941520690918
