epoch,wug_proj,wugs_proj,dist
1,-0.18877238035202026,0.2520662248134613,0.44083860516548157
2,-0.29583269357681274,0.3616957664489746,0.6575284600257874
3,-0.37481844425201416,0.44025054574012756,0.8150689601898193
4,-0.43460720777511597,0.49995511770248413,0.9345623254776001
5,-0.45201370120048523,0.5606542825698853,1.0126680135726929
6,-0.4789535701274872,0.587931215763092,1.0668847560882568
7,-0.6014907360076904,0.7078858613967896,1.30937659740448
8,-0.5990011692047119,0.7053556442260742,1.3043568134307861
9,-0.5749819278717041,0.6811116933822632,1.2560936212539673
10,-0.5804620981216431,0.6861952543258667,1.2666573524475098
