epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,13.035290199518204,8.85263729095459,7.266694068908691,81.0959446568042,79.16780296119978,1.4609375,1.46875,1.4494974613189697,1.953125,0.10693359375, rabbits |  animals |  cats |  birds |  mammals, doors |  cats |  gates |  boats |  babies,0.7266187071800232,0.5035971403121948,0.9496402740478516
2,5.4880970831339555,3.758545398712158,1.6278871297836304,75.01419377326965,75.14194111078977,1.4765625,1.4921875,1.4494974613189697,1.96875,0.12158203125, rabbits |  animals |  cats |  birds |  bird, cats |  doors |  gates |  dogs |  shoes,0.7230215668678284,0.49640288949012756,0.9496402740478516
3,1.9476871482213027,1.232400894165039,0.485874205827713,64.84852244059245,41.48236618041992,1.4921875,1.5078125,1.4494974613189697,1.9765625,0.130859375, rabbits |  animals |  cats |  bird |  birds, cats |  doors |  dogs |  gates |  shoes,0.8453237414360046,0.7338129281997681,0.9568345546722412
4,0.8693870313768154,0.7684326767921448,0.11567913740873337,39.20812517801921,26.215163548787434,1.5,1.515625,1.4494974613189697,1.984375,0.134765625, rabbits |  cats |  animals |  bird |  birds, cats |  doors |  dogs |  gates |  shoes,0.8633093237876892,0.769784152507782,0.9568345546722412
5,0.5653871774579708,0.05356776341795921,0.503332257270813,35.55525271097819,28.89346316655477,1.5078125,1.515625,1.4494974613189697,1.984375,0.1396484375, rabbits |  bird |  cats |  animals |  birds, cats |  doors |  dogs |  gates |  shoes,0.9208633303642273,0.8920863270759583,0.9496402740478516
