epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.530097579269205,0.8901163935661316,0.046414367854595184,78.15950317382813,78.85181690851847,1.1171875,1.1171875,1.0794202089309692,1.46875,0.134765625, doors |  houses |  walls |  trees |  Houses, cats |  birds |  |  |  dogs,0.9159663915634155,0.9579831957817078,0.8739495873451233
2,1.1331950753991502,2.9629452228546143,7.946011464809999e-05,36.02883777618408,32.73013158043226,1.125,1.1328125,1.0794202089309692,1.4921875,0.1279296875, houses |  doors |  Houses |  walls | 貓, birds |  cats |  dogs |  | ,0.8739495873451233,0.756302535533905,0.9915966391563416
3,1.6075032434158258,1.927314043045044,5.755475285695866e-05,35.10558745066325,35.19668553360582,1.125,1.140625,1.0794202089309692,1.5,0.11962890625, houses |  doors |  Houses | 貓 |  walls, birds |  cats |  dogs |  chickens | אנשים,0.9033613204956055,0.8235294222831726,0.9831932783126831
4,1.3839631932312122,1.0018008947372437,0.001973100006580353,30.82911122639974,30.78467837596933,1.1328125,1.140625,1.0794202089309692,1.515625,0.1103515625, houses |  doors | 貓 |  Houses | , birds |  cats |  dogs |  chairs |  chickens,0.9453781247138977,0.9495798349380493,0.9411764740943909
