epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,3.36126971244812,0.0006470495136454701,55.961328125,66.93252210617065,1.078125,1.078125,1.0794202089309692,1.421875,0.1318359375, gates |  |  |  doors |  guns, doors |  |  |  Doors |  door,0.5,0.03361344709992409,0.9663865566253662
2,,0.29069241881370544,0.04919397085905075,28.720609537760417,28.924310302734376,1.078125,1.078125,1.0794202089309692,1.4609375,0.08740234375, |  |  gates | ᕯ |  guns, doors |  door |  Doors |  birds |  Door,0.5420168042182922,0.4957983195781708,0.5882353186607361
3,,0.008259238675236702,0.012162494473159313,16.586050033569336,16.702760537465412,1.078125,1.078125,1.0794202089309692,1.4765625,0.060546875, gates |  |  |  doors | ᕯ, doors |  birds |  |  door | ,0.651260495185852,0.5042017102241516,0.7983193397521973
4,,0.008487201295793056,0.12682819366455078,8.303029330571492,8.261207071940104,1.078125,1.078125,1.0794202089309692,1.5078125,0.0234375, gates |  |  |  doors | ᕯ, birds |  doors | 两只 |  | ,0.680672287940979,0.3613445460796356,1.0
5,,3.6760811805725098,5.328604856913444e-06,13.090558805068333,13.226321840286255,1.078125,1.078125,1.0794202089309692,1.5390625,-0.02001953125, gates |  |  |  doors |  permissions, birds |  doors | 两只 |  cats | ,0.5084033608436584,0.016806723549962044,1.0
6,,0.0004412803682498634,0.02668602205812931,6.712760365506013,6.7005973815917965,1.078125,1.078125,1.0794202089309692,1.546875,-0.0279541015625, |  gates |  | ᕯ | ﭺ, birds |  doors | 两只 | 两家 |  twins,0.848739504814148,0.7142857313156128,0.9831932783126831
