epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.38928794860839844,0.3151119351387024,48.012386067708334,54.24222005208333,1.453125,1.453125,1.4494974613189697,1.90625,0.134765625, childs | (cat |  |  |  kids, cats |  chickens |  birds |  cows |  wolves,0.8277310729026794,0.7394958138465881,0.9159663915634155
2,,1.736983299255371,0.0017571697244420648,28.709602864583335,29.564567057291665,1.4453125,1.4453125,1.4494974613189697,1.921875,0.1142578125,(cat |  childs |  |  |  youngsters, cats |  chickens |  birds |  cows |  wolves,0.7058823704719543,0.4117647111415863,1.0
3,,0.005138054024428129,0.7234306931495667,20.816544596354166,19.68291015625,1.453125,1.4453125,1.4494974613189697,1.9453125,0.09814453125,(cat |  childs |  |  |  youngsters, cats |  birds |  chickens |  cows |  dogs,0.8277310729026794,0.8151260614395142,0.8403361439704895
4,,0.07383929938077927,0.014552618376910686,25.059147135416666,25.281148274739582,1.453125,1.4453125,1.4494974613189697,1.96875,0.07861328125, childs | (cat |  |  | (child, cats |  birds |  chickens |  cows |  dogs,0.8571428656578064,0.7310924530029297,0.9831932783126831
