epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.9037410020828247,1.6588060855865479,48.7490234375,44.44813798815012,1.453125,1.453125,1.4494974613189697,1.9453125,0.099609375, woman |  words | Words |  noun |  đang, door |  doors |  gates |  Door |  dogs,0.6134454011917114,0.5210084319114685,0.7058823704719543
2,,1.4330639839172363,0.027420014142990112,39.635904947916664,37.826595052083334,1.453125,1.453125,1.4494974613189697,1.9609375,0.0869140625, woman | Words |  words |  đang |  thing, door |  doors |  gates |  dogs |  Door,0.5714285969734192,0.3361344635486603,0.8067227005958557
3,,1.230203628540039,0.003722363617271185,32.36540934244792,33.18285929361979,1.453125,1.453125,1.4494974613189697,2.0,0.0546875, woman |  đang |  thing |  words | Words, door |  doors |  dogs |  gates |  Door,0.7857142686843872,0.6890756487846375,0.8823529481887817
4,,0.003942473791539669,0.37507861852645874,30.003031412760418,30.216075642903647,1.453125,1.4453125,1.4494974613189697,2.015625,0.029541015625, thing |  woman |  đang |  words | Words, door |  doors |  dogs |  gates |  birds,0.819327712059021,1.0,0.6386554837226868
5,,0.8378116488456726,0.02935299277305603,13.782161458333333,13.662550004323323,1.453125,1.453125,1.4494974613189697,2.0625,-0.00433349609375, đang |  words |  woman |  thing | Words, door |  doors |  dogs |  gates |  birds,0.8865545988082886,0.9159663915634155,0.8571428656578064
