epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.43402490913868,0.8112738132476807,0.6380094289779663,98.77299575805664,82.24522342681885,1.46875,1.4765625,1.4494974613189697,1.953125,0.12158203125, woman |  Children |  children | 的孩子 |  child, birds |  cats |  kittens |  trees |  chickens,0.8776978254318237,0.9496402740478516,0.8057553768157959
2,0.9221761103445412,0.028711514547467232,1.3103301525115967,49.21601841449738,38.804160563151044,1.484375,1.484375,1.4494974613189697,1.9609375,0.125, woman |  child |  [wugs] |  Children |  children, birds |  cats |  kittens |  pups |  chickens,0.8812949657440186,0.9424460530281067,0.8201438784599304
3,0.6575574572244174,0.9148512482643127,0.019870541989803314,29.976148213942846,29.043771028518677,1.4765625,1.4921875,1.4494974613189697,1.96875,0.12158203125, woman |  child |  [wugs] |  Children | 的孩子, birds |  cats |  kittens |  trees |  pups,0.8633093237876892,0.8920863270759583,0.8345323801040649
4,0.59031599994784,0.010227220132946968,1.2525700330734253,23.475098194678626,23.011631711324057,1.4921875,1.4921875,1.4494974613189697,1.984375,0.115234375, woman |  child | 的孩子 |  Children |  children, birds |  cats |  kittens |  pups |  trees,0.8956834673881531,0.9208633303642273,0.8705036044120789
