epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.162480633868836,0.17358951270580292,1.2541924715042114,75.60974007248879,56.57145284016927,1.484375,1.4765625,1.4494974613189697,1.9609375,0.11865234375, tree |  doors |  Doors |  bowls |  bird, fence |  chairs |  gates |  gate | Gate,0.8067227005958557,0.6386554837226868,0.9747899174690247
2,1.3567286028888097,1.511237621307373,0.000652087212074548,37.77454242706299,34.52101109027863,1.484375,1.4921875,1.4494974613189697,1.9765625,0.11572265625, Doors |  doors |  tree |  bowls |  bowl, fence |  birds |  chairs |  dogs |  gates,0.7941176295280457,0.5966386795043945,0.9915966391563416
3,1.0654263712910506,0.001253742491826415,2.00258469581604,31.234787730375924,29.88371378580729,1.5,1.484375,1.4494974613189697,1.984375,0.11328125, tree |  Doors |  doors |  bowls |  bird, fence |  chairs |  birds |  dogs |  gates,0.9495798349380493,0.9411764740943909,0.9579831957817078
