epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.7541248224054775,2.444453477859497,0.08431212604045868,83.06856282552083,76.77540957132975,1.46875,1.5,1.4494974613189697,1.953125,0.1337890625, trees |  tree |  house |  [wugs] |  girl, dogs |  birds |  phones |  horses |  trees,0.7446042895317078,0.6690647602081299,0.8201438784599304
2,0.7365031758653156,1.2472128868103027,0.04106937348842621,27.213392182191214,25.75011240641276,1.4765625,1.5,1.4494974613189697,1.9609375,0.12890625, trees |  house |  tree |  girl |  boy, dogs |  birds |  phones |  trees |  horses,0.8848921060562134,0.9208633303642273,0.8489208817481995
3,1.6135548473167771,0.4299567639827728,0.027032753452658653,37.13059037600954,36.68954308430354,1.484375,1.5078125,1.4494974613189697,1.9765625,0.1220703125, trees |  house |  tree |  girl |  woman, dogs |  birds |  phones |  horses |  trees,0.902877688407898,0.9136690497398376,0.8920863270759583
4,1.053477439946057,0.7421239018440247,0.006109904032200575,23.601335722208024,23.60297747850418,1.484375,1.515625,1.4494974613189697,2.0,0.11376953125, house |  trees |  girl |  tree |  woman, dogs |  birds |  phones |  horses |  trees,0.8776978254318237,0.8345323801040649,0.9208633303642273
5,1.221657692739086,0.00011135304521303624,2.477766990661621,27.31633368333181,26.984386722246807,1.5,1.5078125,1.4494974613189697,2.0,0.11083984375, house |  girl |  trees |  tree |  woman, dogs |  birds |  phones |  horses |  trees,0.9064748287200928,0.9928057789802551,0.8201438784599304
6,0.8561201803928723,1.4775251150131226,0.0002608435461297631,16.049577832221985,15.970251265664896,1.4921875,1.515625,1.4494974613189697,2.015625,0.1064453125, house |  girl |  trees |  tree |  woman, birds |  dogs |  phones |  trees |  horses,0.9100719690322876,0.9136690497398376,0.9064748287200928
7,1.3057271111130868,0.6584295034408569,0.007963268086314201,20.772993521640696,20.774531188234686,1.5,1.515625,1.4494974613189697,2.015625,0.10693359375, house |  girl |  trees |  tree |  woman, dogs |  birds |  phones |  horses |  trees,0.9208633303642273,0.9424460530281067,0.8992805480957031
