epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.9969562292099,0.11084423214197159,61.52760416666667,50.535027567545576,1.453125,1.453125,1.4494974613189697,1.953125,0.091796875,衣服 |  bird |  walls | (cat |  books, cows |  dogs |  gates |  Dogs |  doors,0.7521008253097534,0.5546218752861023,0.9495798349380493
2,,0.518623948097229,0.0251581072807312,32.55242818196614,32.545206705729164,1.453125,1.453125,1.4494974613189697,1.96875,0.0771484375,衣服 |  bird |  walls |  books | (cat, cows |  dogs |  Dogs |  doors |  gates,0.8235294222831726,0.6890756487846375,0.9579831957817078
3,,0.03799433261156082,0.5791970491409302,24.101432291666665,23.387764485677085,1.453125,1.4453125,1.4494974613189697,1.9921875,0.053955078125,衣服 |  bird |  walls | (cat | ATIO, cows |  dogs |  Dogs |  lamps |  doors,0.8445377945899963,0.7647058963775635,0.924369752407074
4,,0.002768990583717823,0.586963415145874,21.762337239583335,21.09774169921875,1.4453125,1.4453125,1.4494974613189697,2.015625,0.027099609375,衣服 |  walls |  bird |  door | (cat, cows |  dogs |  Dogs |  lamps |  cats,0.819327712059021,0.756302535533905,0.8823529481887817
5,,0.04627181962132454,0.03052256628870964,13.283365885416666,13.19979248046875,1.453125,1.453125,1.4494974613189697,2.046875,0.0032806396484375,衣服 |  bird |  walls | ATIO | (cat, cows |  dogs |  Dogs |  cats |  lamps,0.848739504814148,0.7394958138465881,0.9579831957817078
6,,0.09287358075380325,0.05545874685049057,11.855002848307292,11.39281005859375,1.453125,1.453125,1.4494974613189697,2.0625,-0.00909423828125,衣服 |  bird |  walls | (cat | 貓, cows |  dogs |  lamps |  Dogs |  cats,0.8613445162773132,0.7647058963775635,0.9579831957817078
