epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,15.638644218444824,6.618258476257324,54.133531212325515,53.73231099446615,1.453125,1.4453125,1.4494974613189697,1.96875,0.0732421875,猫咪 |  doors | _door | _WALL | _wall, fences |  door |  houses |  doors |  wall,0.5,0.008403361774981022,0.9915966391563416
2,,14.294301986694336,5.453101634979248,54.1338581230569,53.65117925008138,1.453125,1.4453125,1.4494974613189697,1.96875,0.0751953125,猫咪 |  doors | _door | _WALL | _wall, fences |  door |  houses |  doors |  cats,0.5042017102241516,0.016806723549962044,0.9915966391563416
3,,13.060750961303711,3.9714207649230957,54.06912266612053,52.54322052001953,1.4453125,1.4453125,1.4494974613189697,1.96875,0.07763671875,猫咪 |  doors | _door | _WALL | _wall, fences |  door |  houses |  doors |  cats,0.5042017102241516,0.016806723549962044,0.9915966391563416
4,,11.549107551574707,3.1582398414611816,54.27158219466607,51.75810546875,1.453125,1.4453125,1.4494974613189697,1.96875,0.080078125,猫咪 |  doors | _door | _WALL | _wall, fences |  door |  houses |  doors |  cats,0.5084033608436584,0.02521008439362049,0.9915966391563416
