epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.200188159942627,12.967187881469727,58.694661458333336,53.7333355390816,1.453125,1.4453125,1.4494974613189697,1.9296875,0.11572265625, doors |  tables |  birds |  rooms |  buckets, trees |  cats | ࠳ |  woman |  doors,0.5143885016441345,0.9280575513839722,0.10071942210197449
2,,1.1502344608306885,5.184780120849609,57.774088541666664,53.768992482622465,1.453125,1.453125,1.4494974613189697,1.9375,0.107421875, doors |  tables |  rooms |  roads |  buckets, cats |  trees | ࠳ |  doors |  woman,0.5215827226638794,0.935251772403717,0.10791366547346115
3,,1.078467607498169,0.5571290850639343,46.0546875,45.70145060221354,1.4453125,1.4453125,1.4494974613189697,1.9375,0.10205078125, doors |  tables |  rooms |  roads |  buckets, cats | ࠳ |  trees |  animals | 猫咪,0.7410072088241577,0.9136690497398376,0.568345308303833
4,,0.4746886193752289,0.25590455532073975,33.427083333333336,29.066145833333334,1.453125,1.453125,1.4494974613189697,1.9375,0.10498046875, doors |  tables |  rooms |  roads |  buckets, cats | ࠳ |  trees |  animals | 猫咪,0.8273381590843201,0.9424460530281067,0.7122302055358887
5,,0.505405068397522,0.08946182578802109,26.808333333333334,25.803645833333334,1.4453125,1.453125,1.4494974613189697,1.9375,0.10302734375, doors |  tables |  roads |  rooms |  fences, cats | ࠳ |  trees |  animals |  elephants,0.8273381590843201,0.9208633303642273,0.7338129281997681
6,,0.26599860191345215,0.0944863110780716,24.28046875,21.527083333333334,1.453125,1.453125,1.4494974613189697,1.9453125,0.10205078125, doors |  tables |  roads |  rooms |  fences, cats | ࠳ |  trees |  animals |  elephants,0.8201438784599304,0.9136690497398376,0.7266187071800232
7,,0.047283463180065155,0.3120507299900055,19.247916666666665,17.684505208333334,1.453125,1.4453125,1.4494974613189697,1.9375,0.10205078125, doors |  tables |  fences |  roads |  rooms, cats | ࠳ |  trees |  animals |  elephants,0.8093525171279907,0.9496402740478516,0.6690647602081299
8,,0.07789617031812668,0.16770057380199432,15.625260416666666,15.870572916666667,1.453125,1.453125,1.4494974613189697,1.953125,0.095703125, doors |  roads |  tables |  fences |  rooms, cats | ࠳ |  animals |  trees |  elephants,0.8345323801040649,0.9424460530281067,0.7266187071800232
