epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.5411559148303544,0.8978490829467773,0.11887945234775543,93.2005396525065,66.07343978881836,1.46875,1.46875,1.4494974613189697,1.921875,0.1435546875, horses |  rabbits |  horse |  bird |  birds, trees | trees |  dogs |  doors |  Trees,0.7058823704719543,0.9663865566253662,0.4453781545162201
2,0.8779835337190889,0.04701700061559677,0.544364333152771,41.97376429239909,37.144814046223956,1.4765625,1.46875,1.4494974613189697,1.9296875,0.142578125, horse |  bird |  horses |  rabbits |  birds, trees |  dogs | trees |  doors |  Trees,0.7731092572212219,0.8907563090324402,0.6554622054100037
3,0.742465001714542,0.020980216562747955,0.590732991695404,26.120273955663045,24.871629524230958,1.484375,1.4765625,1.4494974613189697,1.9375,0.1396484375, bird |  horse |  horses |  rabbits |  birds, trees |  dogs | trees |  doors |  Trees,0.7815126180648804,0.9159663915634155,0.6470588445663452
4,0.36005875988242525,0.005265248008072376,0.9573603868484497,12.623040946324666,12.123550617694855,1.4921875,1.46875,1.4494974613189697,1.9453125,0.1396484375, bird |  horse |  horses |  rabbits |  Horse, trees |  dogs | trees |  doors |  Trees,0.7899159789085388,0.9495798349380493,0.6302521228790283
5,0.6430159711621248,2.0767199993133545,0.00017111023771576583,16.763397121429442,16.382993481556575,1.484375,1.484375,1.4494974613189697,1.953125,0.1357421875, horse |  bird |  horses |  Horse |  rabbits, trees |  dogs | trees |  doors |  Trees,0.8655462265014648,0.8403361439704895,0.8907563090324402
6,0.9280707928439369,0.010264039039611816,0.6605228185653687,25.82605435848236,25.807082442442574,1.4921875,1.4765625,1.4494974613189697,1.953125,0.1357421875, bird |  horse |  horses |  rabbits |  Horse, trees |  dogs | trees |  doors |  Trees,0.8025209903717041,0.9579831957817078,0.6470588445663452
7,1.001911507194048,1.0051053762435913,0.002050632843747735,27.441338922580083,27.229056930541994,1.4921875,1.4765625,1.4494974613189697,1.9609375,0.1328125, horse |  bird |  horses |  Horse | Door, trees |  dogs | trees |  doors |  Trees,0.8529411554336548,0.9075630307197571,0.7983193397521973
8,0.7221623553470938,1.3694185018539429,0.00038814436993561685,22.56376322880387,22.59588599850734,1.4921875,1.484375,1.4494974613189697,1.9609375,0.12890625, horse |  bird | Door |  horses |  Horse, trees |  dogs | trees |  doors |  Trees,0.8697478771209717,0.8991596698760986,0.8403361439704895
