epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.977893973942628,3.0872578620910645,0.00023254254483617842,77.1033935546875,63.71185281078021,1.1015625,1.140625,1.0794202089309692,1.46875,0.134765625, |  | 𡈽 | 씯 | 얾, doors |  birds |  lamps |  trees |  cats,0.6386554837226868,0.27731093764305115,1.0
2,1.484479093309569,3.463609218597412,0.0004976576310582459,30.927519472440085,27.518186553319296,1.109375,1.1484375,1.0794202089309692,1.4921875,0.12890625, |  | 𡈽 | ﰮ | 씯, doors |  birds |  lamps |  trees |  cats,0.7310924530029297,0.462184876203537,1.0
3,1.7850240601860379,1.2574455738067627,0.00041483587119728327,37.23076177338759,36.998168564091124,1.1171875,1.1484375,1.0794202089309692,1.5078125,0.11962890625, |  | 𡈽 | ﰮ | 얾, doors |  birds |  lamps |  trees |  cats,0.8529411554336548,0.7142857313156128,0.9915966391563416
4,2.2651056240331986,0.4725923538208008,0.0201115645468235,37.225290123621626,37.17876831293106,1.1171875,1.1484375,1.0794202089309692,1.5078125,0.1201171875, |  | 𡈽 | ﰮ | 얾, doors |  birds |  lamps |  trees |  cats,0.8991596698760986,0.8067227005958557,0.9915966391563416
5,1.269652184620933,7.063604425638914e-05,3.4267375469207764,20.23428997596105,20.176704777024376,1.1328125,1.140625,1.0794202089309692,1.515625,0.11279296875, |  | ﰮ | 𡈽 |  pupper, doors |  lamps |  birds |  trees |  gates,0.9285714030265808,0.9411764740943909,0.9159663915634155
