epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.980578216925884,1.6077206134796143,0.017561744898557663,81.89110504860679,59.5370600938797,1.4921875,1.484375,1.4494974613189697,1.984375,0.11767578125, sheep |  fence |  fences |  rabbits |  rabbit, cats |  phones |  dogs |  Asians |  cars,0.7857142686843872,0.5882353186607361,0.9831932783126831
2,1.3841873321496299,0.9875931143760681,0.003729874501004815,45.47252851004402,38.056817563374835,1.5078125,1.5,1.4494974613189697,2.0,0.11279296875, sheep |  fence |  fences |  rabbit |  bunny, cats |  dogs |  phones |  Asians |  mice,0.848739504814148,0.7478991746902466,0.9495798349380493
3,0.5596040652140156,0.000706940540112555,2.684218406677246,18.269485751787823,17.51836571941773,1.5234375,1.4921875,1.4494974613189697,2.015625,0.1064453125, fence |  sheep |  rabbit |  fences |  bird, cats |  dogs |  phones |  Asians |  mice,0.8991596698760986,0.8823529481887817,0.9159663915634155
