epoch,pair_index,global_step,phase,ce_loss,total_loss,grad_norm_wug,grad_norm_wugs,step_wug,step_wugs,norm_wug,norm_wugs,separation_l2,cosine
2,4,40,plural,,,0.0,0.0,0.00115203857421875,0.00457763671875,1.453125,1.453125,2.546875,-0.53515625
2,5,41,singular,9.51505184173584,9.51505184173584,160.0,157.0,0.46875,0.51171875,1.4453125,1.453125,2.5625,-0.5703125
2,5,42,plural,29.43750762939453,29.43750762939453,163.0,163.0,0.431640625,0.423828125,1.4453125,1.453125,2.578125,-0.58203125
2,6,43,singular,1.7174928188323975,1.7174928188323975,132.0,0.0010833740234375,0.3828125,0.00433349609375,1.4453125,1.4453125,2.53125,-0.53515625
2,6,44,plural,0.023105906322598457,0.023105906322598457,0.95703125,3.765625,0.005584716796875,0.01104736328125,1.453125,1.4453125,2.53125,-0.53125
2,7,45,singular,,,0.0,0.0,0.004058837890625,0.00439453125,1.453125,1.453125,2.53125,-0.53125
2,7,46,plural,12.62543773651123,12.62543773651123,165.0,165.0,0.546875,0.5234375,1.4453125,1.453125,2.578125,-0.578125
2,8,47,singular,14.125389099121094,14.125389099121094,155.0,155.0,0.419921875,0.486328125,1.453125,1.453125,2.609375,-0.625
2,8,48,plural,8.260376930236816,8.260376930236816,159.0,161.0,0.4375,0.42578125,1.453125,1.4453125,2.625,-0.6484375
2,9,49,singular,,,0.0,0.0,0.004180908203125,0.00482177734375,1.4453125,1.453125,2.625,-0.6484375
2,9,50,plural,0.006681009195744991,0.006681009195744991,4.00543212890625e-05,1.0625,0.004302978515625,0.00518798828125,1.453125,1.4453125,2.625,-0.6484375
2,10,51,singular,4.131186485290527,4.131186485290527,152.0,44.0,0.408203125,0.166015625,1.453125,1.453125,2.625,-0.6328125
2,10,52,plural,,,0.0,0.0,0.004180908203125,0.00250244140625,1.453125,1.453125,2.625,-0.6328125
2,11,53,singular,0.01941674016416073,0.01941674016416073,3.265625,0.52734375,0.01031494140625,0.0021209716796875,1.453125,1.453125,2.625,-0.6328125
2,11,54,plural,0.0006598440813831985,0.0006598440813831985,0.00052642822265625,0.10546875,0.0020294189453125,0.00063323974609375,1.453125,1.453125,2.625,-0.6328125
2,12,55,singular,,,0.0,0.0,0.0,7.2479248046875e-05,1.453125,1.453125,2.625,-0.6328125
2,12,56,plural,,,0.0,0.0,0.0,0.0,1.453125,1.453125,2.625,-0.6328125
2,13,57,singular,0.6139369606971741,0.6139369606971741,75.0,69.0,0.2373046875,0.267578125,1.4453125,1.453125,2.640625,-0.65234375
2,13,58,plural,7.506826877593994,7.506826877593994,166.0,167.0,0.470703125,0.455078125,1.4453125,1.453125,2.671875,-0.6875
2,14,59,singular,15.688334465026855,15.688334465026855,170.0,170.0,0.4375,0.51953125,1.453125,1.453125,2.703125,-0.73828125
2,14,60,plural,,,0.0,0.0,0.003997802734375,0.004608154296875,1.453125,1.4453125,2.703125,-0.73828125
