epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.398638167847336,0.40714162588119507,0.9027658104896545,81.21083305676778,75.74999593098958,1.484375,1.46875,1.4494974613189697,1.984375,0.09716796875, dogs |  puppy |  monkeys |  puppies |  cats, birds |  books |  animals |  bird |  cats,0.8655462265014648,0.9831932783126831,0.7478991746902466
2,1.4415437230149108,0.0032165946904569864,1.4358950853347778,52.57841197599967,50.43271967569987,1.5078125,1.4765625,1.4494974613189697,2.015625,0.087890625, puppy |  dogs |  dog |  woman |  girl, birds |  animals |  books |  cats |  gates,0.7983193397521973,1.0,0.5966386795043945
3,1.0005443522914903,0.008912474848330021,1.0091134309768677,26.58383962313334,28.126773611704508,1.5078125,1.484375,1.4494974613189697,2.03125,0.08544921875, puppy |  dogs |  dog |  woman |  человека, birds |  animals |  books |  cats |  gates,0.9327731132507324,0.9915966391563416,0.8739495873451233
4,0.9757591654105053,0.00010771580127766356,2.1339571475982666,25.838262859993968,24.826067168513934,1.5234375,1.4921875,1.4494974613189697,2.046875,0.0751953125, puppy |  dogs |  woman |  dog |  girl, birds |  animals |  books |  cats |  gates,0.8025209903717041,0.9915966391563416,0.6134454011917114
5,1.3432558521595408,2.348095417022705,7.084969547577202e-05,26.92761567438429,27.308864266177018,1.5,1.515625,1.4494974613189697,2.046875,0.0771484375, puppy |  dogs |  woman |  dog |  человека, birds |  animals |  books |  cats |  gates,0.9327731132507324,0.8655462265014648,1.0
6,1.1298134503985227,1.5523356199264526,0.0004553686885628849,23.577589873729508,23.502571829160054,1.515625,1.5078125,1.4494974613189697,2.0625,0.0712890625, puppy |  dogs |  dog |  woman |  человека, birds |  animals |  books |  cats |  gates,0.9453781247138977,0.9747899174690247,0.9159663915634155
