epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.7679808985441925,1.2836440801620483,0.7675676941871643,88.60963147481283,76.06200665744642,1.46875,1.4765625,1.4494974613189697,1.9375,0.134765625, birds |  dogs |  [wugs] |  cars |  dog, dogs |  houses |  walls |  chairs |  wolves,0.9172661900520325,0.9496402740478516,0.8848921060562134
2,1.0274305464607703,0.0265680979937315,1.2809593677520752,45.785528564453124,32.24946670532226,1.4765625,1.484375,1.4494974613189697,1.9453125,0.138671875, dog | 猫 |  [wugs] |  dogs |  birds, dogs |  houses |  chairs |  walls |  wolves,0.9244604110717773,0.9784172773361206,0.8705036044120789
3,0.6837178003253939,0.48010677099227905,0.025105774402618408,23.242146682739257,20.95429054896037,1.484375,1.4921875,1.4494974613189697,1.953125,0.1357421875, dog | 猫 | 狗 |  dogs |  [wugs], dogs |  houses |  walls |  wolves |  chairs,0.9388489127159119,0.971222996711731,0.9064748287200928
