epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.4840204119682312,0.644188404083252,57.39165445963542,41.306787109375,1.453125,1.453125,1.4494974613189697,1.9609375,0.08740234375, trees |  door |  tree | trees |  walls, cars |  cats |  houses |  wolves |  borne,0.7913669347763062,0.8417266011238098,0.7410072088241577
2,,1.404404878616333,0.011599140241742134,28.748697916666668,27.817203776041666,1.453125,1.4453125,1.4494974613189697,1.9765625,0.07373046875, door |  tree |  trees |  chair | (cat, cars |  cats |  wolves |  houses |  phones,0.730215847492218,0.5395683646202087,0.9208633303642273
3,,0.3567809462547302,0.13535162806510925,25.805818684895833,25.930423990885416,1.453125,1.453125,1.4494974613189697,2.0,0.04833984375, door |  chair | (cat |  goat |  tree, cars |  cats |  wolves |  houses |  phones,0.8345323801040649,0.769784152507782,0.8992805480957031
4,,0.4642769694328308,0.00886365957558155,19.75926310221354,18.078495279947916,1.4453125,1.453125,1.4494974613189697,2.015625,0.035888671875, door |  goat |  chair |  tree | (cat, cars |  cats | 孩子们 |  phones |  wolves,0.8021582961082458,0.6762589812278748,0.9280575513839722
5,,0.19430920481681824,0.005946693941950798,26.566357421875,25.544871012369793,1.453125,1.453125,1.4494974613189697,2.03125,0.0186767578125, door |  goat |  animal |  tree |  chair, cars |  cats | 孩子们 |  dogs |  phones,0.8165467381477356,0.6978417038917542,0.935251772403717
6,,1.0948280096054077,0.0003974032588303089,6.374505615234375,6.195616149902344,1.453125,1.453125,1.4494974613189697,2.046875,0.00823974609375, animal |  goat |  chair |  door |  kitten, cats |  cars | 孩子们 |  phones |  dogs,0.7589927911758423,0.5611510872840881,0.9568345546722412
7,,0.13176363706588745,0.0039635589346289635,20.094387817382813,20.166072591145834,1.453125,1.453125,1.4494974613189697,2.0625,-0.0169677734375, animal |  goat |  chair |  door |  kitten, cars |  cats | 两只 | 孩子们 | 两个人,0.8129496574401855,0.7194244861602783,0.9064748287200928
8,,7.539341459050775e-05,1.5550965070724487,4.8239990234375,4.7059589385986325,1.4453125,1.453125,1.4494974613189697,2.078125,-0.030517578125, goat |  animal |  kitten |  door |  chair, cars |  cats | 两只 | 两个人 | 孩子们,0.8417266011238098,0.9280575513839722,0.7553957104682922
