epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.9839496612548828,0.2100636065006256,71.58229166666666,59.718963623046875,1.4453125,1.4453125,1.4494974613189697,1.8984375,0.142578125, doors |  ladies |  chairs | trees |  trees, door |  doors |  dogs | Door | 門,0.15126051008701324,0.07563025504350662,0.22689075767993927
2,,0.7716956734657288,0.014176878146827221,32.748486328125,29.0796875,1.4453125,1.453125,1.4494974613189697,1.9140625,0.12890625, doors | _door |  woman |  ladies |  chairs, doors |  dogs |  door |  cars |  horses,0.16806723177433014,0.08403361588716507,0.2521008551120758
3,,0.1336984485387802,0.07836991548538208,24.153515625,23.648811848958335,1.453125,1.453125,1.4494974613189697,1.953125,0.09423828125, doors | _door |  woman |  ladies |  stairs, dogs |  doors |  door |  cars |  horses,0.21848739683628082,0.16806723177433014,0.2689075767993927
4,,0.6167646646499634,0.003726471681147814,25.205494181315103,24.939525349934897,1.453125,1.4453125,1.4494974613189697,2.0,0.051025390625, doors | _door |  woman |  stairs |  ladies, dogs |  doors |  door |  cars | 孩子们,0.22268907725811005,0.07563025504350662,0.36974790692329407
5,,0.4749643802642822,0.025239836424589157,18.262318929036457,17.76743876139323,1.4453125,1.4453125,1.4494974613189697,2.015625,0.026123046875, doors | _door |  woman |  stairs |  nails, dogs |  doors |  door | 孩子们 |  cars,0.462184876203537,0.2521008551120758,0.6722689270973206
6,,0.8033328056335449,0.00029095931677147746,14.925058492024739,14.763031005859375,1.453125,1.453125,1.4494974613189697,2.046875,0.01104736328125, doors |  woman | _door |  stairs |  tables, dogs |  doors |  door |  cars | 孩子们,0.5,0.21008403599262238,0.7899159789085388
7,,0.018865151330828667,0.5448485612869263,10.912909666697184,10.648237228393555,1.4453125,1.453125,1.4494974613189697,2.078125,-0.029541015625, doors | _door |  stairs |  woman | Door, dogs |  cars |  birds | 孩子们 |  doors,0.7394958138465881,0.6554622054100037,0.8235294222831726
8,,0.07650284469127655,0.005812002811580896,12.915126546223958,12.983026758829753,1.4453125,1.453125,1.4494974613189697,2.09375,-0.05029296875, doors | _door |  woman |  stairs |  jTable, dogs | 孩子们 |  cars |  birds |  doors,0.7605041861534119,0.5462185144424438,0.9747899174690247
