epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.980696731464756,2.427077531814575,0.007601937744766474,68.25880390804225,53.63008485304502,1.5078125,1.5546875,1.4494974613189697,2.078125,0.08740234375, dick |  frog |  bird |  pussy | , dinosaurs |  mammals |  dogs |  fence |  monkeys,0.819327712059021,0.7058823704719543,0.9327731132507324
2,3.443004333040259,1.637123887121561e-06,6.054750442504883,34.490202665890685,34.27623843022933,1.578125,1.5703125,1.4494974613189697,2.203125,0.027587890625, bird |  woman |  kitten |  frog |  dick, mammals |  rabbits |  monkeys |  dogs |  birds,0.8865545988082886,0.9579831957817078,0.8151260614395142
