epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.042419928063949,1.7089369297027588,0.09250714629888535,92.64713541666667,74.86351697097221,1.453125,1.484375,1.4494974613189697,1.9296875,0.134765625, cars |  chairs |  dogs |  door |  cats, mice |  chairs |  fences |  doors |  cats,0.6906474828720093,0.4748201370239258,0.9064748287200928
2,0.8438448444978955,0.9362268447875977,0.012549730949103832,37.7034423828125,31.708856201171876,1.4609375,1.4921875,1.4494974613189697,1.9375,0.13671875, cars |  dogs |  door |  chairs |  cats, mice |  chairs |  fences |  cats |  doors,0.7589927911758423,0.5899280309677124,0.9280575513839722
3,0.7775308261281073,0.5892882943153381,0.014667928218841553,27.050883992513022,26.169780476888022,1.46875,1.4921875,1.4494974613189697,1.9453125,0.134765625, cars |  door |  dogs |  chairs |  cats, mice |  chairs |  cats |  fences |  birds,0.7517985701560974,0.568345308303833,0.935251772403717
4,0.8061372563897748,0.8445594906806946,0.004106847103685141,24.191570281982422,23.848578898111978,1.46875,1.5,1.4494974613189697,1.9609375,0.1298828125, cars |  door |  dogs |  chairs |  cats, mice |  chairs |  cats |  fences |  birds,0.7338129281997681,0.5323740839958191,0.935251772403717
5,0.6099611201655232,0.5664587616920471,0.014118747785687447,22.888525899251302,22.211472447713216,1.46875,1.5,1.4494974613189697,1.9609375,0.12890625, cars |  door |  dogs |  chairs |  cats, mice |  chairs |  cats |  fences |  birds,0.7769784331321716,0.6115108132362366,0.9424460530281067
6,0.974469934672849,0.0024691352155059576,0.9554767608642578,25.758614603678385,25.746727975209556,1.4765625,1.5,1.4494974613189697,1.9609375,0.1279296875, cars |  door |  dogs |  cats |  chairs, mice |  chairs |  cats |  fences |  birds,0.8345323801040649,0.7338129281997681,0.935251772403717
7,0.7235696161387826,0.0004211805935483426,1.4552192687988281,22.730916245778403,22.60573393503825,1.484375,1.5,1.4494974613189697,1.9765625,0.12353515625, cars |  door |  dogs |  cats |  chairs, mice |  chairs |  cats |  fences |  birds,0.8453237414360046,0.769784152507782,0.9208633303642273
