hook,layer,tok,unit,attribution
mlp_act,22,5,1172,0.6357545256614685
mlp_act,17,5,2198,0.1443120539188385
mlp_act,17,5,1698,0.11626674979925156
mlp_act,17,5,1258,0.06915248930454254
mlp_act,27,5,4485,0.06266359984874725
mlp_act,12,5,3782,0.05932313948869705
mlp_act,27,5,4987,0.04379323869943619
mlp_act,27,5,303,0.02919815666973591
mlp_act,2,5,2668,0.02856074459850788
mlp_act,22,5,923,0.02791689522564411
mlp_act,27,5,1227,0.027509411796927452
mlp_act,27,5,3782,0.023615660145878792
mlp_act,22,5,3704,0.02050568349659443
mlp_act,27,5,1154,0.020274531096220016
mlp_act,7,5,5826,0.01674722321331501
mlp_act,22,5,3623,0.01606868766248226
mlp_act,27,5,583,0.015948912128806114
mlp_act,7,5,4590,0.014470534399151802
mlp_act,2,5,216,0.014018122106790543
mlp_act,7,5,2608,0.013698271475732327
mlp_act,27,5,3746,0.013685568235814571
mlp_act,12,5,4829,0.012503786012530327
mlp_act,17,5,2432,0.010484241880476475
mlp_act,22,5,4470,0.010383152402937412
mlp_act,27,5,4478,0.010382300242781639
mlp_act,27,5,3290,0.008986309170722961
mlp_act,27,5,3387,0.00837693177163601
mlp_act,17,5,4270,0.00835871696472168
mlp_act,17,5,295,0.008107595145702362
mlp_act,27,5,477,0.008101190440356731
mlp_act,17,5,4624,0.00781378336250782
mlp_act,22,5,1527,0.007353609427809715
mlp_act,7,5,888,0.007352264132350683
mlp_act,2,5,3614,0.007321848068386316
mlp_act,22,5,3764,0.007315991912037134
mlp_act,12,5,1273,0.0071001844480633736
mlp_act,17,5,1232,0.006923755165189505
mlp_act,27,5,1852,0.0065953610464930534
mlp_act,17,5,1906,0.006530747748911381
mlp_act,27,5,5575,0.006096759811043739
mlp_act,17,5,625,0.0060495417565107346
mlp_act,27,5,62,0.005784669425338507
mlp_act,7,5,2866,0.00574248842895031
mlp_act,27,5,2512,0.005692573729902506
mlp_act,27,5,1468,0.005617242306470871
mlp_act,12,5,2135,0.005519254598766565
mlp_act,27,5,463,0.005512731149792671
mlp_act,27,5,4137,0.005357428453862667
mlp_act,27,5,4288,0.00520571181550622
mlp_act,27,5,999,0.005196588113903999
mlp_act,27,5,2525,0.0051774997264146805
mlp_act,27,5,3878,0.005146007519215345
mlp_act,17,5,241,0.004838788416236639
mlp_act,7,5,3024,0.004710842855274677
mlp_act,17,5,1536,0.004708569031208754
mlp_act,22,5,5136,0.004427559673786163
mlp_act,12,5,5133,0.004409422632306814
mlp_act,17,5,1219,0.004337552934885025
mlp_act,22,5,1874,0.004270115867257118
mlp_act,12,5,4364,0.004252498969435692
mlp_act,22,5,1148,0.0042166393250226974
mlp_act,12,5,2614,0.004175706300884485
mlp_act,22,5,5266,0.004167019389569759
mlp_act,27,5,236,0.004041543696075678
mlp_act,12,5,3157,0.004034500103443861
mlp_act,7,5,5072,0.0040105483494699
mlp_act,7,5,5939,0.0040031555108726025
mlp_act,27,5,3432,0.003963111434131861
mlp_act,7,5,6005,0.003935521002858877
mlp_act,7,5,2880,0.003916670568287373
mlp_act,27,5,3542,0.0038645549211651087
mlp_act,12,5,3630,0.003828920889645815
mlp_act,2,5,1856,0.0037932151462882757
mlp_act,7,5,1513,0.0037875156849622726
mlp_act,7,5,3676,0.003756303107365966
mlp_act,17,5,3016,0.0036800422240048647
mlp_act,22,5,2448,0.003666326403617859
mlp_act,17,5,5804,0.0036581861786544323
mlp_act,22,5,4005,0.003555762581527233
mlp_act,22,5,2870,0.0035375794395804405
mlp_act,7,5,3019,0.003500915365293622
mlp_act,17,5,3179,0.003461650339886546
mlp_act,12,5,1894,0.0033710591960698366
mlp_act,22,5,902,0.0032330071553587914
mlp_act,12,5,735,0.0032251703087240458
mlp_act,27,5,4577,0.003202148014679551
mlp_act,27,5,4065,0.0031906478106975555
mlp_act,27,5,1009,0.003185998648405075
mlp_act,17,5,5316,0.003170792944729328
