epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,2.906740773694715,6.7166523933410645,4.561909372569062e-05,52.10120836893721,51.375712862838796,1.53125,1.5546875,1.4494974613189697,2.171875,0.00872802734375, woman |  rabbit |  dog |  Woman |  women, walls |  cows |  chairs |  lawyers |  animals,0.7478991746902466,0.4957983195781708,1.0
2,3.7994022548189226,2.272901383548742e-06,3.5758745670318604,35.50878201270769,35.523958969656086,1.59375,1.5625,1.4494974613189697,2.265625,-0.03662109375, woman |  dog |  rabbit |  kitten |  door, chairs |  cows |  animals |  lawyers |  birds,0.9159663915634155,0.924369752407074,0.9075630307197571
3,2.5320032882705115,7.947285496356926e-09,5.4160356521606445,31.456253984622002,31.400156414700373,1.671875,1.640625,1.4494974613189697,2.484375,-0.1279296875, woman |  dog |  rabbit |  kitten |  door, chairs |  cows |  animals |  birds |  lawyers,0.7815126180648804,1.0,0.5630252361297607
4,2.3930097155424,6.327134132385254,0.0,18.75878269377757,18.798264087909665,1.6640625,1.6953125,1.4494974613189697,2.546875,-0.15234375, woman |  dog |  rabbit |  door |  cup, cows |  chairs |  animals |  birds |  walls,0.819327712059021,0.6470588445663452,0.9915966391563416
5,3.454344130267861,4.850398540496826,0.0,20.69537587283247,20.683010298094164,1.6640625,1.6875,1.4494974613189697,2.546875,-0.1474609375, woman |  dog |  rabbit |  door |  cup, cows |  chairs |  animals |  birds |  walls,0.8781512379646301,0.7647058963775635,0.9915966391563416
6,4.108344756629554,6.357799406941922e-07,3.625000476837158,25.8350569683776,25.833692000947075,1.6796875,1.6640625,1.4494974613189697,2.53125,-0.1435546875, woman |  dog |  rabbit |  kitten |  door, chairs |  cows |  animals |  birds |  walls,0.7941176295280457,1.0,0.5882353186607361
7,2.5224509953881182,5.225046157836914,7.947285496356926e-09,16.37172062529846,16.301815901698358,1.6796875,1.703125,1.4494974613189697,2.578125,-0.1611328125, woman |  dog |  rabbit |  door |  cup, cows |  chairs |  birds |  animals |  walls,0.924369752407074,0.8823529481887817,0.9663865566253662
8,1.741708831651963,5.6000657081604,7.947285496356926e-09,10.339974081766629,10.334053805337316,1.6796875,1.703125,1.4494974613189697,2.578125,-0.162109375, woman |  dog |  rabbit |  door |  cup, cows |  chairs |  animals |  birds |  walls,0.9285714030265808,0.8823529481887817,0.9747899174690247
