epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.1582811325788498,1.326783299446106,71.00104166666667,62.84850514729818,1.453125,1.4453125,1.4494974613189697,1.9609375,0.08642578125, doors |  |  | _door |  chairs, dogs |  trees |  cats |  birds |  gates,0.5611510872840881,0.8848921060562134,0.2374100685119629
2,,0.3737662732601166,0.5023032426834106,39.08056640625,36.22301432291667,1.453125,1.4453125,1.4494974613189697,1.96875,0.07763671875, doors | _door |  |  | door, dogs |  cats |  trees |  birds |  pigs,0.6978417038917542,0.7410072088241577,0.6546762585639954
3,,0.3281165659427643,0.03205806016921997,29.696419270833335,29.929606119791668,1.4453125,1.4453125,1.4494974613189697,1.984375,0.0634765625, doors | _door |  |  | door, dogs |  cats |  trees |  birds |  pigs,0.7553957104682922,0.6690647602081299,0.8417266011238098
4,,0.6765967011451721,0.0035085801500827074,20.01884765625,19.865852864583335,1.453125,1.4453125,1.4494974613189697,2.015625,0.0289306640625, doors | _door |  |  | door, dogs |  cats |  trees |  birds |  pigs,0.7338129281997681,0.5251798629760742,0.9424460530281067
5,,0.0026404033415019512,0.5819908976554871,22.776924641927085,22.335809580485027,1.4453125,1.453125,1.4494974613189697,2.0625,-0.006011962890625, doors | _door |  |  | Door, dogs |  cats |  trees |  birds |  pigs,0.8309352397918701,0.8201438784599304,0.8417266011238098
