epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,6.324197769165039,0.01491459645330906,63.56754811604818,59.08385416666667,1.4453125,1.453125,1.4494974613189697,1.921875,0.11865234375, meds |  cats |  dogs |  doors | stones, trees |  walls |  cats |  chickens |  chairs,0.4789915978908539,0.07563025504350662,0.8823529481887817
2,,0.1027628630399704,0.12818266451358795,46.690266927083336,49.2783203125,1.453125,1.453125,1.4494974613189697,1.9453125,0.09619140625, pups |  doors |  dogs |  meds |  ребенка, trees |  walls |  chickens |  cats |  birds,0.6134454011917114,0.7058823704719543,0.5210084319114685
3,,0.02089926227927208,0.20562560856342316,24.852419026692708,24.6457275390625,1.4453125,1.4453125,1.4494974613189697,1.96875,0.0751953125, doors |  meds | _door |  words |  ребенка, trees |  cats |  chickens |  walls |  birds,0.7521008253097534,0.7647058963775635,0.7394958138465881
4,,0.33454886078834534,0.005666504614055157,20.514862060546875,20.258194986979166,1.453125,1.453125,1.4494974613189697,1.9921875,0.0546875, meds | _door |  doors |  ребенка |  gates, trees |  cats |  chickens |  walls |  birds,0.680672287940979,0.47058823704719543,0.8907563090324402
5,,0.004625305533409119,0.20388562977313995,24.983552551269533,24.634697469075522,1.453125,1.453125,1.4494974613189697,2.03125,0.0223388671875, meds | _door |  ребенка |  words |  doors, trees |  cats |  chickens |  birds |  walls,0.8571428656578064,0.8571428656578064,0.8571428656578064
6,,0.029202422127127647,0.03958071023225784,16.95040005048116,17.09205767313639,1.453125,1.453125,1.4494974613189697,2.046875,-0.00077056884765625, meds | _door |  ребенка |  words |  door, cats |  trees |  birds |  chickens |  dogs,0.8613445162773132,0.8235294222831726,0.8991596698760986
7,,0.17139530181884766,0.3174477219581604,9.91607666015625,9.810509745279948,1.453125,1.453125,1.4494974613189697,2.078125,-0.024169921875, ребенка |  words |  creature |  meds | 	child, trees |  cats |  chickens |  birds |  butterflies,0.848739504814148,0.7478991746902466,0.9495798349380493
8,,0.03336390480399132,0.004525110125541687,15.414832051595052,15.307861328125,1.453125,1.4453125,1.4494974613189697,2.09375,-0.046142578125, creature |  ребенка |  meds |  words | 	child, trees |  cats |  birds |  chickens |  dogs,0.8781512379646301,0.831932783126831,0.924369752407074
