epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,5.770150184631348,0.0002402252284809947,43.005340576171875,43.796647455294924,1.078125,1.078125,1.0794202089309692,1.4609375,0.08154296875, |  | 씐 |  rats | Cumhurbaş, |  | 픙 | 㭕 | ﴀ,0.5378151535987854,0.22689075767993927,0.848739504814148
2,,0.19153201580047607,0.00042028827010653913,42.97427627680202,44.82570203940074,1.078125,1.078125,1.0794202089309692,1.5,0.0303955078125, |  | 쌜 | 𥕢 | 곪, |  | 픙 | ﴀ | 𝄅,0.8109243512153625,0.6890756487846375,0.9327731132507324
3,,0.006718817166984081,0.013590291142463684,4.581522134443124,4.341817474365234,1.078125,1.078125,1.0794202089309692,1.5078125,0.026123046875, |  | 쌜 | 𥕢 | 씐, |  | 픙 |  cats | ﴀ,0.8781512379646301,0.9075630307197571,0.848739504814148
