epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.38841763138771057,0.07397215068340302,56.44444986979167,62.437109375,1.078125,1.078125,1.0794202089309692,1.4453125,0.10888671875, |  | 걜 | 걘 | ﮇ, dogs |  | 𓏸 |  | 쏩,0.47478991746902466,0.06722689419984818,0.8823529481887817
2,,0.006666780915111303,0.4398442208766937,37.235306930541995,35.870052083333334,1.078125,1.078125,1.0794202089309692,1.4609375,0.0849609375, |  | ﮇ | 걜 | ﱀ, dogs |  |  | 𓏸 | 쏩,0.5798319578170776,0.29411765933036804,0.8655462265014648
3,,0.36724281311035156,0.0063490597531199455,9.554069010416667,9.763265991210938,1.078125,1.078125,1.0794202089309692,1.46875,0.0751953125, |  | 걜 | ﮇ | ﱀ, dogs |  |  | 𓏸 | 픠,0.5126050710678101,0.042016807943582535,0.9831932783126831
4,,0.10408079624176025,0.0034035127609968185,18.443871355056764,18.358164501190185,1.078125,1.078125,1.0794202089309692,1.4921875,0.041259765625, |  | ﮇ | ﱀ | ࡒ, dogs |  |  | 픠 | 쏩,0.5210084319114685,0.042016807943582535,1.0
5,,0.00036857460509054363,0.18953099846839905,15.061129744847616,14.899069245656332,1.078125,1.078125,1.0794202089309692,1.515625,0.0167236328125, |  | ﮇ | ﱀ | 굄, dogs |  |  | 픠 | 쏩,0.743697464466095,0.5882353186607361,0.8991596698760986
