epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,1.8875154204977056,0.0034288358874619007,2.68267822265625,55.48480532964071,36.57646484375,1.4765625,1.46875,1.4494974613189697,1.96875,0.10546875, dog |  dinosaur |  человек | 犬 |  canine, houses |  rabbits |  house | 樹 |  ducks,0.6722689270973206,0.43697479367256165,0.9075630307197571
2,0.8317599436196663,0.8067874908447266,0.0067124865017831326,24.946518858273823,23.659720865885415,1.4765625,1.484375,1.4494974613189697,1.9921875,0.09423828125, dog |  человек |  dinosaur |  canine | 犬, houses |  rabbits |  ducks |  animals |  dogs,0.7352941036224365,0.5042017102241516,0.9663865566253662
3,0.7568943682926147,0.0008438542718067765,1.7025599479675293,18.43422571818034,18.716235024730363,1.484375,1.484375,1.4494974613189697,2.015625,0.087890625, dog |  человек |  dinosaur | 犬 |  canine, houses |  rabbits |  ducks |  animals |  dogs,0.7983193397521973,0.605042040348053,0.9915966391563416
