epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.4865087270736694,0.08647652715444565,53.64771111806234,60.55104166666667,1.078125,1.078125,1.0794202089309692,1.40625,0.150390625, |  |  [wugs] | Coords |  phones, dogs |  |  |  cats |  houses,0.5042017102241516,0.008403361774981022,1.0
2,,0.16741353273391724,0.033967018127441406,34.47682291666667,37.101171875,1.078125,1.078125,1.0794202089309692,1.40625,0.142578125, |  | Coords | ﭕ | ﭞ, dogs |  cats |  |  houses | ,0.5084033608436584,0.02521008439362049,0.9915966391563416
3,,0.08024466037750244,0.07677078992128372,14.6859375,13.60869140625,1.078125,1.078125,1.0794202089309692,1.421875,0.1318359375, |  | Coords | ﭕ | ﭞ, dogs |  cats |  houses |  | ,0.529411792755127,0.06722689419984818,0.9915966391563416
4,,0.03143680468201637,0.011965623125433922,14.307130940755208,14.42825927734375,1.078125,1.078125,1.0794202089309692,1.4296875,0.11669921875, |  | Coords | ﭕ | ﭞ, dogs |  cats |  houses |  | ,0.5462185144424438,0.09243697673082352,1.0
5,,0.17355552315711975,0.0013593110488727689,6.636354573567709,6.523307291666667,1.078125,1.078125,1.0794202089309692,1.4375,0.1064453125, |  | Coords | ﭕ | ﴽ, dogs |  cats |  |  |  houses,0.5378151535987854,0.07563025504350662,1.0
6,,0.006111146416515112,0.024259358644485474,5.737272644042969,5.622924296061198,1.078125,1.078125,1.0794202089309692,1.4609375,0.083984375, |  | Coords | ﭕ | ﭞ, dogs |  cats |  houses |  | ,0.7226890921592712,0.45378151535987854,0.9915966391563416
7,,0.07439061254262924,0.0004323544562794268,5.590565363566081,5.59688720703125,1.078125,1.078125,1.0794202089309692,1.4765625,0.0673828125, |  | Coords | ﭕ | בלע, dogs |  cats |  houses |  | ,0.7310924530029297,0.462184876203537,1.0
8,,0.009279653429985046,0.0027702124789357185,1.6761311848958333,1.624133555094401,1.078125,1.078125,1.0794202089309692,1.4921875,0.048828125, |  | ﭕ | Coords | ﴽ, dogs |  cats |  houses |  horses | ,0.7899159789085388,0.5882353186607361,0.9915966391563416
9,,0.00011437847570050508,0.32637301087379456,1.3398699442545572,1.3154290835062663,1.078125,1.078125,1.0794202089309692,1.5078125,0.030029296875, |  | ﴽ | ﭕ | 𓃰, dogs |  cats |  houses |  horses |  lamps,0.8823529481887817,0.8403361439704895,0.924369752407074
