epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,8.398615048708356,2.754150629043579,0.2276822179555893,80.32658945346871,69.25896768313639,1.484375,1.5078125,1.4494974613189697,1.9765625,0.1279296875, rabbits |  animals |  cats |  bird |  birds, cats |  doors |  dogs |  gates |  birds,0.7122302055358887,0.4676258862018585,0.9568345546722412
2,0.6084460007236582,0.008578350767493248,1.7064422369003296,26.9975222269694,16.477305348714193,1.5234375,1.5234375,1.4494974613189697,2.0,0.1376953125, rabbits |  bird |  cats |  animals |  birds, cats |  doors |  dogs |  gates |  shoes,0.902877688407898,0.8489208817481995,0.9568345546722412
3,1.1462705830666438,1.8904002904891968,0.0007148217409849167,27.395040534933408,26.694144344329835,1.5078125,1.5390625,1.4494974613189697,2.0,0.13671875, rabbits |  bird |  cats |  animals |  whale, cats |  doors |  dogs |  shoes |  birds,0.7625899314880371,0.5611510872840881,0.9640287756919861
4,1.0687991248950615,1.0211483240127563,0.0019929574336856604,21.645547715822854,21.640022234121957,1.5234375,1.5390625,1.4494974613189697,2.015625,0.13671875, rabbits |  bird |  cats |  animals |  whale, cats |  doors |  dogs |  birds |  wolves,0.8093525171279907,0.6546762585639954,0.9640287756919861
5,1.2332389446097693,0.0003303057746961713,2.0581018924713135,27.691382670402525,27.29080526381731,1.5390625,1.5234375,1.4494974613189697,2.015625,0.13671875, rabbits |  bird |  cats |  whale |  animals, cats |  doors |  dogs |  shoes |  babies,0.9532374143600464,0.971222996711731,0.935251772403717
