epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,2.897111577594963,0.030993616208434105,0.7173162698745728,80.94913330078126,57.00167445341746,1.4765625,1.46875,1.4494974613189697,1.9453125,0.126953125,貓 |  bird |  cats | 猫 | 猫咪, dogs |  birds |  rats |  books |  cats,0.5924369692802429,0.21848739683628082,0.9663865566253662
2,0.8531083030661648,1.1548973321914673,0.0015944422921165824,29.764911953608195,26.957721821467082,1.484375,1.484375,1.4494974613189697,1.96875,0.1201171875,貓 |  bird | 猫 |  cats | 猫咪, dogs |  birds |  rats |  books |  cats,0.6596638560295105,0.3193277418613434,1.0
3,1.108208129372459,0.0001866019592853263,2.737616777420044,30.535876019795737,30.001840016370018,1.5,1.4765625,1.4494974613189697,1.9765625,0.1142578125,貓 |  bird |  cats | 猫 | 猫咪, dogs |  birds |  rats |  books |  trees,0.924369752407074,0.9075630307197571,0.9411764740943909
