epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.3668045401573181,0.050172317773103714,54.80604604085286,56.61521555582682,1.078125,1.078125,1.0794202089309692,1.4375,0.1064453125, |  | 𐰰 | ᕯ | 흴, cats |  |  |  dogs |  roofs,0.7352941036224365,0.5462185144424438,0.924369752407074
2,,0.0036577186547219753,0.42525896430015564,45.37363789876302,45.40890604654948,1.078125,1.078125,1.0794202089309692,1.484375,0.055419921875, |  | 𐰰 | ᕯ | 흴, cats |  dogs |  |  |  cars,0.8655462265014648,0.831932783126831,0.8991596698760986
