epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,7.034251603018492,1.3396849632263184,1.8195669651031494,76.61569010416666,84.5899018002674,1.46875,1.4765625,1.4494974613189697,1.9375,0.1357421875, chair | -chair |  chairs |  Chair |  puppy, dogs |  cats |  ducks |  birds |  children,0.6115108132362366,0.8992805480957031,0.32374101877212524
2,1.3837403226585594,0.4202975332736969,0.09757325798273087,47.998583984375,54.941853841145836,1.484375,1.5,1.4494974613189697,1.953125,0.13671875, chair | -chair |  puppy |  Chair |  chairs, dogs |  cats |  ducks |  birds |  children,0.6906474828720093,0.4676258862018585,0.9136690497398376
3,0.3178680764825306,0.7158230543136597,0.01662641204893589,14.215323893229167,15.344580586751302,1.4921875,1.5,1.4494974613189697,1.9609375,0.1376953125, chair | -chair |  puppy |  Chair |  chairs, dogs |  cats |  birds |  ducks |  children,0.8453237414360046,0.7625899314880371,0.9280575513839722
4,0.8889384145941828,1.3726907968521118,0.0017828790005296469,23.178248890240987,23.88350830078125,1.484375,1.5078125,1.4494974613189697,1.96875,0.1357421875, chair | -chair |  puppy |  Chair |  chairs, dogs |  cats |  birds |  ducks |  children,0.8057553768157959,0.6618704795837402,0.9496402740478516
5,0.9050927640475492,0.7584856152534485,0.0065561202354729176,22.21339583074053,22.565561294555664,1.4921875,1.5078125,1.4494974613189697,1.9765625,0.1337890625, chair | -chair |  puppy |  Chair |  chairs, dogs |  cats |  birds |  ducks |  children,0.866906464099884,0.7841726541519165,0.9496402740478516
6,0.5341533256005884,0.0002166387566830963,1.8791923522949219,16.349379363656045,16.405338541666666,1.5078125,1.5,1.4494974613189697,1.984375,0.1298828125, chair |  puppy | -chair |  Chair |  kitten, dogs |  cats |  ducks |  birds |  children,0.9100719690322876,0.9568345546722412,0.8633093237876892
7,0.25324007663545556,1.258196473121643,0.0007473593577742577,7.661282630016406,7.802949619293213,1.5,1.515625,1.4494974613189697,1.9921875,0.125, chair | -chair |  puppy |  Chair |  chairs, dogs |  cats |  ducks |  birds |  children,0.8201438784599304,0.6906474828720093,0.9496402740478516
8,0.680091225779961,7.978426583576947e-05,2.008305549621582,16.149202245970567,16.143902079264322,1.515625,1.5078125,1.4494974613189697,2.0,0.1220703125, chair | -chair |  puppy |  Chair |  kitten, dogs |  cats |  ducks |  birds |  children,0.9172661900520325,0.9568345546722412,0.8776978254318237
