epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.8473368033155566,3.024198055267334,0.0003465758345555514,84.9157553354899,64.30440266927083,1.1171875,1.140625,1.0794202089309692,1.484375,0.1328125, bird |  gate |  gates |  woman |  houses, dogs |  doors |  cats |  люди |  animals,0.819327712059021,0.6554622054100037,0.9831932783126831
2,0.8613167946863236,1.2545533180236816,0.0013465150259435177,23.97746343612671,23.8557879447937,1.125,1.1484375,1.0794202089309692,1.5078125,0.11669921875, bird |  gate |  woman |  gates | 	tree, dogs |  doors |  люди |  cats |  birds,0.9033613204956055,0.8403361439704895,0.9663865566253662
3,1.5384812256531442,1.965192198753357,5.4457224905490875e-05,23.26752475934724,22.979464694857597,1.125,1.15625,1.0794202089309692,1.515625,0.11328125, bird |  gate |  woman |  | , dogs |  doors |  cats |  люди |  birds,0.8823529481887817,0.7815126180648804,0.9831932783126831
4,1.5094373859284442,0.8550658822059631,0.0028347736224532127,36.79570233968552,36.568834789594014,1.1328125,1.1640625,1.0794202089309692,1.5546875,0.09228515625, bird |  woman |  gate | 	tree | , dogs |  doors |  люди |  cats |  animals,0.9033613204956055,0.831932783126831,0.9747899174690247
5,0.7811050778855597,2.700936794281006,9.616193210604251e-07,16.249151203440608,16.148770126528202,1.1328125,1.1875,1.0794202089309692,1.5859375,0.07080078125, bird |  woman | 	tree |  gate | (tree, dogs |  doors |  cats |  люди |  animals,0.7226890921592712,0.4453781545162201,1.0
6,1.8563349569293062,0.6593593955039978,0.007609081454575062,26.943239696048355,26.867551253239313,1.1484375,1.1796875,1.0794202089309692,1.59375,0.0654296875, bird |  woman |  gate | 	tree |  tree, dogs |  doors |  люди |  cats |  animals,0.8529411554336548,0.7142857313156128,0.9915966391563416
7,0.1783335381968141,3.3775659176171757e-06,5.575714111328125,6.873115125030745,6.7667053143572655,1.1796875,1.171875,1.0794202089309692,1.6171875,0.049072265625, bird |  woman |  dog |  gate |  tree, dogs |  doors |  люди |  cats |  rodents,0.9369747638702393,0.9411764740943909,0.9327731132507324
