epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.11363162845373154,0.1452556550502777,64.04862872759502,61.61434529622396,1.078125,1.078125,1.0794202089309692,1.4921875,0.046875, |  | ﹿ | ﹻ | ﹹ, birds |  cats |  |  |  dogs,0.8025209903717041,0.7226890921592712,0.8823529481887817
2,,0.12309876829385757,0.006223199889063835,21.99689458211263,21.750191243489585,1.078125,1.078125,1.0794202089309692,1.515625,0.0235595703125, |  | ﹿ | ﹻ | ᗗ, birds |  cats |  |  |  dogs,0.5966386795043945,0.24369747936725616,0.9495798349380493
3,,0.0007376157445833087,0.1700199991464615,25.70180517832438,25.577175776163738,1.078125,1.078125,1.0794202089309692,1.53125,-0.01348876953125, |  | ﹿ | 𥕢 | ᗗ, birds |  cats |  dogs |  | ,0.8697478771209717,0.9663865566253662,0.7731092572212219
4,,0.04647565633058548,0.0029376584570854902,19.16226094563802,19.6357546488444,1.078125,1.078125,1.0794202089309692,1.5703125,-0.06005859375, |  | ﹿ | 𥕢 | 𐭉, birds |  cats |  dogs |  | ,0.7016806602478027,0.4453781545162201,0.9579831957817078
5,,0.0027993065305054188,0.004481406882405281,1.0070048014322917,0.8668102264404297,1.078125,1.078125,1.0794202089309692,1.5703125,-0.06201171875, |  | ﹿ | 𥕢 | ᗗ, birds |  cats |  dogs |  | ,0.8109243512153625,0.6974790096282959,0.924369752407074
6,,0.001894995803013444,0.012829129584133625,19.765119779358308,19.45798556279624,1.078125,1.078125,1.0794202089309692,1.6171875,-0.1240234375, |  | ﹿ | 𝕯 | 𥕢, birds |  cats |  dogs | birds |  двух,0.8109243512153625,0.6974790096282959,0.924369752407074
7,,0.002844884293153882,0.004686426371335983,6.569773086929187,6.543106479446093,1.078125,1.078125,1.0794202089309692,1.640625,-0.154296875, |  | ﹿ | 𥕢 | 𝕯, birds |  cats |  dogs |  двух | birds,0.8823529481887817,0.8907563090324402,0.8739495873451233
