epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.792688180106537,1.3663474321365356,0.03659062460064888,77.40517578125,66.93524202108384,1.1015625,1.125,1.0794202089309692,1.4453125,0.1513671875, [wugs] |  |  |  dogs |  cats, birds |  |  |  cats |  doors,0.9159663915634155,0.924369752407074,0.9075630307197571
2,2.1427072096156734,1.5755184888839722,0.0004373746633064002,50.75529871160786,49.69513768553734,1.109375,1.1484375,1.0794202089309692,1.4765625,0.1474609375, [wugs] |  |  |  dog |  kayak, birds |  cats |  |  dogs | ,0.9117646813392639,0.848739504814148,0.9747899174690247
3,0.6106097571553496,2.5484893321990967,0.00020161470456514508,26.444706539002556,26.078087145462632,1.125,1.1640625,1.0794202089309692,1.515625,0.1181640625, |  |  woman |  dog |  puppy, birds |  cats |  |  |  dogs,0.8361344337463379,0.680672287940979,0.9915966391563416
4,1.6253876224884258,2.883479595184326,6.683457286271732e-06,30.947957050055265,30.879353665141995,1.125,1.171875,1.0794202089309692,1.53125,0.109375, woman |  dog |  |  |  puppy, birds |  cats |  |  dogs | ,0.756302535533905,0.5126050710678101,1.0
5,0.2240120691454571,1.430510820910058e-07,4.955686569213867,12.331848668058713,10.02051701603702,1.1640625,1.15625,1.0794202089309692,1.5625,0.095703125, dog |  puppy |  woman |  necklace |  thing, birds |  |  |  cats | ﴀ,0.9201680421829224,0.9663865566253662,0.8739495873451233
6,1.90172104122009,3.735221412171086e-07,3.700770378112793,26.28736670364936,26.30365819751793,1.15625,1.1640625,1.0794202089309692,1.5546875,0.09814453125, dog |  puppy |  woman |  necklace |  thing, birds |  cats |  |  | ﴀ,0.924369752407074,0.9579831957817078,0.8907563090324402
7,2.4119442581220008,3.0199669254216133e-07,3.6011784076690674,38.55968967142204,38.563211735276006,1.15625,1.1640625,1.0794202089309692,1.5625,0.09619140625, puppy |  dog |  woman |  necklace |  thing, birds |  cats |  |  |  dogs,0.9201680421829224,0.9495798349380493,0.8907563090324402
8,1.7795241241397508,1.2636163546630996e-06,2.7002573013305664,25.383590068295597,25.390732813175994,1.15625,1.1640625,1.0794202089309692,1.5625,0.0966796875, puppy |  woman |  dog |  necklace | , birds |  cats |  |  dogs | ,0.9285714030265808,0.9411764740943909,0.9159663915634155
