epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.999262321732628,0.8897205591201782,0.05525669828057289,89.39925168355306,65.94260152180989,1.4765625,1.4765625,1.4494974613189697,1.9609375,0.1181640625, woman |  bird |  girl |  trench |  dog, cats |  birds |  kids |  dogs |  cars,0.8776978254318237,0.9424460530281067,0.8129496574401855
2,0.8496290200040676,0.008454100228846073,1.2626614570617676,39.85808512369792,32.514655685424806,1.484375,1.4765625,1.4494974613189697,1.96875,0.11865234375, woman |  bird |  girl |  dog |  snake, cats |  birds |  kids |  dogs |  cars,0.8561151027679443,0.9424460530281067,0.769784152507782
3,0.9164733096999044,1.6260157823562622,0.0004621828265953809,29.616655095418295,28.849388122558594,1.4765625,1.4921875,1.4494974613189697,1.96875,0.1181640625, woman |  bird |  girl |  dog |  snake, cats |  birds |  kids |  dogs |  ducks,0.931654691696167,0.935251772403717,0.9280575513839722
