epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.050803910940885544,0.5159645676612854,64.53224283854166,67.79635111490886,1.078125,1.078125,1.0794202089309692,1.4453125,0.10546875, |  | 쌜 | � | �, birds |  toddlers |  babies |  gates |  CPUs,0.45798319578170776,0.6302521228790283,0.2857142984867096
2,,0.7818841338157654,0.002975395880639553,24.69875513712565,23.99056625366211,1.078125,1.078125,1.0794202089309692,1.4765625,0.06640625, |  | 쌜 | � | �, babies |  toddlers |  birds |  CPUs |  dogs,0.5,0.3025210201740265,0.6974790096282959
3,,0.13994385302066803,0.126583069562912,21.699080912272134,21.415913279851278,1.078125,1.078125,1.0794202089309692,1.515625,0.0191650390625, |  | 쌜 | � | ⛾, birds |  babies |  toddlers |  dogs |  CPUs,0.4831932783126831,0.26050421595573425,0.7058823704719543
4,,0.0012340887915343046,0.1390857696533203,11.196931616465251,10.734543815255165,1.078125,1.078125,1.0794202089309692,1.53125,-0.0086669921875, |  | 쌜 | _Master | �, birds |  babies |  dogs |  toddlers |  twins,0.529411792755127,0.3193277418613434,0.7394958138465881
5,,0.0010171910980716348,0.11052640527486801,18.580986034870147,18.940331780413786,1.078125,1.078125,1.0794202089309692,1.5625,-0.05029296875, |  | 쌜 | _Master |  mails, birds |  babies |  twins |  dogs |  toddlers,0.5966386795043945,0.3193277418613434,0.8739495873451233
6,,0.21598222851753235,0.0006476007401943207,6.544928031166394,6.2539287885030115,1.078125,1.078125,1.0794202089309692,1.59375,-0.08740234375, |  | _Master | 쌜 | _armor, twins |  babies |  birds |  toddlers |  dogs,0.5210084319114685,0.10084033757448196,0.9411764740943909
7,,0.009714310057461262,0.0011284074280411005,10.560439183438818,10.427668806952958,1.078125,1.078125,1.0794202089309692,1.6171875,-0.12890625, |  | _Master | 쌜 | _armor, twins |  birds |  babies | .two |  toddlers,0.5882353186607361,0.24369747936725616,0.9327731132507324
8,,5.6743006098258775e-06,0.8093703985214233,6.666915450495435,6.362140647654209,1.078125,1.078125,1.0794202089309692,1.6484375,-0.1669921875, |  | 쌜 | _armor | ﮡ, twins |  birds | .two |  babies |  dogs,0.7605041861534119,0.6722689270973206,0.848739504814148
9,,1.5472909581148997e-05,0.16070102155208588,7.829931040049996,7.193093387741828,1.078125,1.078125,1.0794202089309692,1.671875,-0.197265625, |  | _armor | 쌜 | 🐉, twins |  birds | .two |  dogs |  babies,0.8025209903717041,0.7058823704719543,0.8991596698760986
