epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,9.638033866882324,0.00022646752768196166,64.71444365183513,60.32766774706421,1.078125,1.078125,1.0794202089309692,1.8984375,-0.5546875,ﮰ | 䨰 | .caption | 魔龙令牌 | ㊜,两位 |  two |  Two |  beiden | 两只,0.39915966987609863,0.4453781545162201,0.3529411852359772
2,,0.8052159547805786,2.828827381134033,42.34906661510469,50.694059246627134,1.078125,1.078125,1.0794202089309692,1.9921875,-0.70703125,🐲 | 🐉 |  creature | creature |  dragon, two | 两位 |  Two |  двух |  deux,0.7058823704719543,0.7394958138465881,0.6722689270973206
3,,0.9073554873466492,1.6816651821136475,50.90747502936823,56.79501780668896,1.078125,1.078125,1.0794202089309692,2.015625,-0.75,🐲 | 🐉 |  dragon | creature |  creature, two | 两位 |  двух |  Two |  deux,0.7394958138465881,0.5714285969734192,0.9075630307197571
4,,0.0005517379613593221,1.863886833190918,37.641388959190195,32.74723791121047,1.078125,1.0859375,1.0794202089309692,2.078125,-0.85546875,🐲 | 🐉 |  dragon |  mascot |  creature, two |  deux |  Two | Two |  двух,0.7941176295280457,0.6890756487846375,0.8991596698760986
