epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,39.34958136870385,70.37879180908203,2.674999952316284,65.00045166015626,56.233338516407336,5.4375,5.5,1.0794202089309692,10.6875,-0.9140625, handjob |  teaspoon |  cumshot |  blowjob |  creampie,孩子们 |  çocuklar |  niños |  animals |  kids,0.6386554837226868,0.27731093764305115,1.0
2,39.05039759861386,121.0,0.0,43.13552602132162,43.0668446859307,7.0625,7.40625,1.0794202089309692,14.3125,-0.94921875, handjob |  blowjob |  teaspoon |  tablespoon |  cumshot, students |  animals |  flowers | students |  people,0.6428571343421936,0.29411765933036804,0.9915966391563416
3,52.841667366027835,115.79166412353516,0.0,37.36666666666667,37.36666666666667,7.84375,8.25,1.0794202089309692,15.875,-0.95703125, handjob |  teaspoon |  blowjob |  tablespoon | 所所长, students |  animals |  flowers |  birds | students,0.6260504126548767,0.26050421595573425,0.9915966391563416
4,51.8125,73.19999694824219,0.0,31.366666666666667,31.366666666666667,8.5,8.75,1.0794202089309692,17.125,-0.9609375, handjob |  teaspoon |  tablespoon |  blowjob | 所所长, students |  animals |  birds |  flowers | 孩子们,0.6428571343421936,0.42016807198524475,0.8655462265014648
5,55.18333333333333,38.150001525878906,0.0,25.33333333354482,25.333333333333332,8.375,8.625,1.0794202089309692,16.75,-0.9609375, handjob |  teaspoon |  tablespoon |  blowjob |  firearm, students |  animals | 孩子们 |  birds |  flowers,0.6344537734985352,0.45378151535987854,0.8151260614395142
6,23.625,86.0083999633789,0.0,18.666666666666668,18.666666666666668,9.0625,9.5,1.0794202089309692,18.5,-0.97265625, handjob |  teaspoon |  blowjob |  tablespoon | 所所长, animals |  flowers |  students |  birds |  dogs,0.6218487620353699,0.2521008551120758,0.9915966391563416
7,49.13756426970164,44.900001525878906,0.0,30.366666666666667,30.366666666666667,9.75,9.875,1.0794202089309692,19.5,-0.9765625, handjob |  blowjob |  teaspoon |  tablespoon |  piece, students |  animals |  flowers | 孩子们 |  icons,0.6722689270973206,0.9327731132507324,0.4117647111415863
8,35.24583333333333,152.76666259765625,0.0,19.0,19.0,10.25,10.4375,1.0794202089309692,20.5,-0.9765625, handjob |  blowjob |  teaspoon |  tablespoon |  blocker, students |  animals |  flowers |  birds |  alunos,0.6344537734985352,0.2857142984867096,0.9831932783126831
9,45.75,38.95000076293945,0.0,19.0,19.0,9.75,9.875,1.0794202089309692,19.5,-0.9765625, handjob |  blowjob |  teaspoon |  tablespoon |  statement, students |  animals |  flowers | 孩子们 |  icons,0.6638655662536621,0.9327731132507324,0.3949579894542694
10,54.104166666666664,56.599998474121094,0.0,25.333333333372625,25.333333333333332,9.8125,9.9375,1.0794202089309692,19.625,-0.97265625, handjob |  blowjob |  teaspoon |  tablespoon |  statement, students |  animals |  flowers | 孩子们 |  alunos,0.6974790096282959,0.8403361439704895,0.5546218752861023
