epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.657898757917185,1.488717794418335,0.016504153609275818,78.86942100524902,66.03404775514888,1.4609375,1.4921875,1.4494974613189697,1.953125,0.12890625, doors |  door | 門 |  gate |  gates, birds |  door |  houses |  gates |  chickens,0.8991596698760986,0.8823529481887817,0.9159663915634155
2,0.7297034793948114,2.1224865913391113,0.0022299999836832285,26.955098470052082,21.61037394205729,1.4765625,1.5078125,1.4494974613189697,1.96875,0.125, door |  bird |  dogs |  girl | 門, birds |  chickens |  houses |  dogs |  eggs,0.9033613204956055,0.8655462265014648,0.9411764740943909
3,0.36205660206842366,0.01719818077981472,1.8004393577575684,20.14969425201416,19.665397899349532,1.4921875,1.5078125,1.4494974613189697,2.0,0.11376953125, bird |  door |  girl | 門 |  dog, birds |  chickens |  dogs |  eggs |  gates,0.9369747638702393,0.8991596698760986,0.9747899174690247
