epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.451754357752361,1.7912771701812744,0.0008161452715285122,78.63566767374674,60.94442427804073,1.1015625,1.1328125,1.0794202089309692,1.4609375,0.142578125, |  |  lamps | _door |  trees, dogs |  trees |  horses |  gates |  birds,0.9369747638702393,0.9663865566253662,0.9075630307197571
2,0.8260896106423369,1.3078891038894653,0.0056669339537620544,24.42063816388448,17.998484317710002,1.125,1.140625,1.0794202089309692,1.4921875,0.1357421875, |  | _door | 𐰼 |  rabbit, dogs |  trees |  horses |  animals |  birds,0.8991596698760986,0.9915966391563416,0.8067227005958557
3,1.5982033231617963,2.5874314308166504,2.796358421619516e-05,31.645749143511058,31.435676868143492,1.125,1.15625,1.0794202089309692,1.515625,0.12060546875, |  | _door |  rabbit |  lamps, dogs |  horses |  trees |  animals |  birds,0.9201680421829224,0.848739504814148,0.9915966391563416
4,1.3439149746203705,4.6083502769470215,5.388064892031252e-06,26.269446686298277,26.263254948520625,1.125,1.171875,1.0794202089309692,1.5390625,0.1044921875, |  | _door | 𐰼 |  rabbit, dogs |  horses |  trees |  animals |  birds,0.9453781247138977,0.9075630307197571,0.9831932783126831
