epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.117514796555042,0.7680684328079224,0.024927837774157524,84.78542531331381,57.542381396346414,1.46875,1.5,1.4494974613189697,1.9609375,0.126953125, fences |  dick | _books |  pussy | , fence | _GATE |  monkeys | _gate |  mammals,0.9075630307197571,0.8739495873451233,0.9411764740943909
2,1.1334434999982477,0.0005773463053628802,1.9762687683105469,36.12999971707662,30.476955922444663,1.4921875,1.5,1.4494974613189697,1.9765625,0.12451171875, fences |  dick |  bird |  kitten |  pussy,_GATE |  fence |  monkeys |  mammals |  dogs,0.9117646813392639,0.9579831957817078,0.8655462265014648
3,1.300340336330252,0.000731331470888108,2.491118907928467,33.017143120368324,32.725720554590225,1.4921875,1.5,1.4494974613189697,1.9921875,0.11767578125, fences |  dick |  bird |  kitten |  pussy,_GATE |  fence |  monkeys |  mammals |  dogs,0.9117646813392639,0.9411764740943909,0.8823529481887817
4,1.0026391490525877,1.0600826740264893,0.001305801561102271,17.723613604872178,17.469316132863362,1.484375,1.5234375,1.4494974613189697,2.0,0.11181640625, dick |  fences |  pussy |  kitten |  bird, fence | _GATE |  monkeys |  birds |  dogs,0.8739495873451233,0.8151260614395142,0.9327731132507324
5,1.2003132702982706,0.00021651684073731303,2.305577039718628,27.37309302886327,26.84474184910456,1.5,1.5078125,1.4494974613189697,2.0,0.11083984375, fences |  kitten |  dick |  bird |  pussy,_GATE |  fence |  monkeys |  mammals |  dogs,0.9075630307197571,0.9495798349380493,0.8655462265014648
6,1.1200317696452304,0.00019499128393363208,2.4271132946014404,21.63287837662889,21.44951628446579,1.5,1.515625,1.4494974613189697,2.015625,0.10693359375, fences |  kitten |  bird |  dick |  pussy,_GATE |  fence |  mammals |  monkeys |  dogs,0.9159663915634155,0.9495798349380493,0.8823529481887817
